sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256
subaction_58_P01_109_58__episode_01_right__frame_007132_right,subaction_58_P01_109_58/episode_01_right/frame_007132_right,58,P01_109_58,right,min_hand_object_iou_pre_contact_fallback,7130,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/labels.json,5984a73929047c192b92407c4da85cbec03c40f0ad9873c8c250122b6210f3ce,72c5a70d17e369f09aec7a32788502cd5eff9d1ea5f00a1b20274671f7ec58c3
subaction_64_P01_109_64__episode_01_left__frame_010144_left,subaction_64_P01_109_64/episode_01_left/frame_010144_left,64,P01_109_64,left,min_hand_object_iou_pre_contact_fallback,10142,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/labels.json,3d4cb3b5a31af82ecb7f76b3f5f59922aa907386ece3d5966d416d94f234147b,ec9e2c709114dcc9ea6857b5c9e0308f98ce93e3a8ab2dbd3ee085b32bacc297
subaction_66_P01_109_66__episode_01_left__frame_010197_left,subaction_66_P01_109_66/episode_01_left/frame_010197_left,66,P01_109_66,left,min_hand_object_iou_pre_contact_fallback,10195,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/labels.json,1af188ff966be271449c84ef58290b85c51238063a03c7c9931858ea6f85debb,44b8f8ba2da9eb44f6ac06d574157f1819043b48380944d20f46b888ee65b616
subaction_67_P01_109_67__episode_01_right__frame_010261_right,subaction_67_P01_109_67/episode_01_right/frame_010261_right,67,P01_109_67,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/labels.json,fd2e1eeaa145be7b522641d29689f2aa17141e8183e423a4dc271f74b341678a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968
subaction_68_P01_109_68__episode_01_right__frame_010269_right,subaction_68_P01_109_68/episode_01_right/frame_010269_right,68,P01_109_68,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/labels.json,ba18e590188eb16de51e022a6dbb83063a8a1e1caed23f9a19a3742c4f80ae5a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968
subaction_69_P01_109_69__episode_01_left__frame_010374_left,subaction_69_P01_109_69/episode_01_left/frame_010374_left,69,P01_109_69,left,active_hand_invisible_pre_contact,10242,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/labels.json,7cc80cf017be59be4a679aa160144a59119fd50f9e7f169683a3da9bcd5a7d62,38446c25190f7a22b6214018c440839e927560b8c670b4c2520ede94ef3a719b
subaction_71_P01_109_71__episode_01_right__frame_011977_right,subaction_71_P01_109_71/episode_01_right/frame_011977_right,71,P01_109_71,right,min_hand_object_iou_pre_contact_fallback,11976,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/labels.json,54ea1c6ebd483e12470a99c9e0b066a4ba8fb016afc61af2c80f089f49a836e9,b055c4437a4e3b52895098ee56e0f315b25ecc54d855b876ad4f6b05995d1404
subaction_73_P01_109_73__episode_01_right__frame_012104_right,subaction_73_P01_109_73/episode_01_right/frame_012104_right,73,P01_109_73,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/labels.json,eb8785a393dd157a305487af382699799c38e99a7aa97636955b0e982116625e,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e
subaction_75_P01_109_75__episode_01_right__frame_012295_right,subaction_75_P01_109_75/episode_01_right/frame_012295_right,75,P01_109_75,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/labels.json,dadf1ee69e9b1f56e73279cc328202b49e00d5293a26e6ad113634d7983bb780,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e
subaction_76_P01_109_76__episode_01_right__frame_012325_right,subaction_76_P01_109_76/episode_01_right/frame_012325_right,76,P01_109_76,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/labels.json,d2c673cb1501f93c9f34e26be888bce61bdd9c86247195f99a77212e7c276856,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,77,P01_109_78,left,min_hand_object_iou_pre_contact_fallback,12331,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/labels.json,b853c5caa59fa68507d99e2ae32266812f7e4cc66c04f7ca81c9196938ddd74d,d42dd29dc5fbad41d46eb19c29c41bb77b31f1a12cc9dd303e9b05cab1b6c535
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,79,P01_109_77,left,min_hand_object_iou_pre_contact_fallback,12404,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/labels.json,e7b8d4aeb33007c4de63fe3280874dad375a6de2ad73b770c61fbaf7730249c7,dd47e2c0809cc4939af42f2054c0c2c2b051733ba0cac06a6e443f11d93b3ae2
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,80,P01_109_80,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/labels.json,8f809be7f7ef5c2af3f518559ae98ccbca328265b041ccdbb41cb952810f250a,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,81,P01_109_81,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/labels.json,49614c213631f66d551512f916d9ca848cba4e56666f56e2015798baa72e558e,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,82,P01_109_82,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/labels.json,c9c391dbbd99fde36a2e2251d38196cca4f7e98ce4ca5f5aa04148b83d798b7f,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,83,P01_109_83,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/labels.json,cfbca27e30fa3b53897da0804f0f10845348e6ad88ac37121664c41c649852a3,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,84,P01_109_84,right,min_hand_object_iou_pre_contact_fallback,12631,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/labels.json,32ba80c2f0408986ac03810d9dd3e6655685a046b4f94a1ab09dd1103ddeb220,3fc93ac789214859a569cf5959256f543e3975575761b245c2a0a18fe85fb429
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,86,P01_109_86,left,min_hand_object_iou_pre_contact_fallback,12713,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/labels.json,e70eaff10497a4bd77d759f31ccd59fcc2d3c1aefd552e703a684a3831a03063,07edaaf87f215ce96c29c786d6067730aebb8d2c04facf8e181ea9dd17f64fc3
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,87,P01_109_87,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/labels.json,128973156a44c3745977251525b0df47f5d96c78d6ff3b3655680d4104613656,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,88,P01_109_88,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/labels.json,07bee6cf018132ef541be15fb61d86720d2bdc234edd87482e808c2a085fcc4b,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,89,P01_109_89,left,min_hand_object_iou_pre_contact_fallback,12814,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/labels.json,f7d6a79c4242e4976efd2f96a551fbb1f007b1ad02287ed5176cb4c55cdc59cb,6b64792ce14df88808c2fc8f13ba41bcf51abf294ccf6e523c954be8abafa12a
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,93,P01_109_93,right,min_hand_object_iou_pre_contact_fallback,13132,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/labels.json,3fe69944e6f14377597f1be3618c651bb356cae953e7df969c6effcda8eca191,0e1cb0fce61f7f056b6dbf304bd273522b0b3af85286275309afa7f353c70cbe
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,95,P01_109_95,right,min_hand_object_iou_pre_contact_fallback,15325,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame.png,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged.npy,outputs/e20/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/labels.json,57ac5f2633b39eb797f5ee5627ddadb78d0294ff1d1a14cb788fb6dd93e9a059,50ac8296077a8a35733e268881a88ec130609c32beec4973282646450c97b8e0
