sample_key,rel_sample_dir,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,mask_area_ratio_raw,skin_ratio_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_heatmap_top_raw,overlap_crop150,protect_source,protect_area_ratio,protect_conflict_frac,protect_intact_final,label_region_conflict,sd_final_eligible,sharpness_ratio_vs_original_final,inpaint_on_label_region
subaction_67_P01_109_67__episode_01_right__frame_010261_right,subaction_67_P01_109_67/episode_01_right/frame_010261_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",2,0.3081397341008772,0.30990439967105265,0.9219547337455725,0.9647310617342639,0.6628151620012044,0.0,0.5434782608695652,0.40884444444444445,bbox,0.012421189692982455,0.54,True,True,False,0.19193297761467654,False
subaction_68_P01_109_68__episode_01_right__frame_010269_right,subaction_68_P01_109_68/episode_01_right/frame_010269_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",2,0.2964638157894737,0.30990439967105265,0.9012039103511144,0.9899063150410303,0.7212580044191971,0.0,0.6183261183261183,0.4216888888888889,bbox,0.02821751644736842,0.5995749848208864,True,True,False,0.3952814233236349,False
subaction_69_P01_109_69__episode_01_left__frame_010374_left,subaction_69_P01_109_69/episode_01_left/frame_010374_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.19752261513157895,0.2035447505482456,0.9685568264784619,0.9658387046633538,0.6026891561489459,0.0,0.7140902872777017,0.5023111111111112,sam+bbox,0.01001404879385965,0.6013686911890505,True,True,True,0.2186852140025869,False
subaction_71_P01_109_71__episode_01_right__frame_011977_right,subaction_71_P01_109_71/episode_01_right/frame_011977_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.3047902960526316,0.3098016036184211,0.8044768069039914,0.9361163577481332,0.8060553838863811,0.0,0.9974937343358395,0.5667111111111112,bbox,0.005062705592105263,0.9898477157360406,True,True,False,0.25276416372919647,False
subaction_73_P01_109_73__episode_01_right__frame_012104_right,subaction_73_P01_109_73/episode_01_right/frame_012104_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.16839706688596492,0.16839706688596492,0.9800961645980096,0.953907837881614,0.6697624836951536,0.0,0.0,0.2936,sam+bbox,0.010279605263157895,0.0,True,False,False,0.17984211822995105,False
subaction_75_P01_109_75__episode_01_right__frame_012295_right,subaction_75_P01_109_75/episode_01_right/frame_012295_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",2,0.2396775630482456,0.16839706688596492,0.9534099376446135,0.914210951193731,0.8426324606231658,0.0,1.0,0.6138666666666667,sam+bbox,0.01411732456140351,1.0,True,True,False,0.09746699019395673,False
subaction_76_P01_109_76__episode_01_right__frame_012325_right,subaction_76_P01_109_76/episode_01_right/frame_012325_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.16839706688596492,0.16839706688596492,0.9800961645980096,0.953907837881614,0.5897398765998946,0.0,0.0,0.035333333333333335,sam+bbox,0.005002741228070175,0.0,True,False,True,0.17984211822995105,False
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.14053077028508773,0.14467687774122806,0.7625731819143683,0.9867180515380255,0.8155321981229134,0.0,0.3323529411764706,0.19475555555555554,sam+bbox,0.014494243421052632,0.2860520094562648,True,False,True,0.6641486831819877,False
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",3,0.3984118009868421,0.30138945997807015,0.5694028314617021,0.9864355502775873,0.648338616561235,0.0,0.174320987654321,0.37462222222222225,bbox,0.022135416666666668,0.2476780185758514,True,False,True,0.44112220014794157,False
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.3540296052631579,0.28725500274122806,0.8154645539664575,0.9182590248733214,0.5879093278958748,0.0,0.8454545454545455,0.38711111111111113,bbox,0.005722313596491228,0.7634730538922155,True,True,True,0.367993984383642,False
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",3,0.34832442434210525,0.28725500274122806,0.7949810606060606,0.9475882573798463,0.6809802767467691,0.0,0.9770220588235294,0.4222666666666667,bbox,0.01196717379385965,0.9327129563350036,True,True,False,0.3572115019306886,False
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.27596456962719296,0.2775750411184211,0.7829066858572359,1.4942293856271534,0.740419541416535,0.0,0.05812220566318927,0.20564444444444444,bbox,0.026726973684210526,0.06025641025641026,True,False,True,1.8021564330979272,False
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.26830626370614036,0.2775750411184211,0.7531233123312331,1.384612727813306,0.6308643246541504,0.0,1.0,0.41444444444444445,bbox,0.009268777412280702,1.0,True,True,True,1.482788551327812,False
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,final_inpainted,sd,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.3424222176535088,0.35109135142543857,0.53930441712204,1.003353373343238,0.6629679610551661,0.0,0.9223057644110275,0.42204444444444444,sam+bbox,0.009465803179824562,0.9158371040723982,True,True,True,1.1472161281103908,False
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",3,0.2832373903508772,0.2562705592105263,0.9754930488199159,0.9594402097206053,0.7400397812840707,0.0,1.0,0.7961333333333334,bbox,0.005456757127192982,0.9733124018838305,True,True,False,0.11720468959843852,False
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.18228310032894737,0.18228310032894737,0.9773755656108597,0.8674231974257615,0.822677620297177,0.0,0.0,0.0068,bbox,0.008652001096491228,0.0,True,False,True,0.0681161425583065,False
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""dino_skin_dropped"": 0}",1,0.17841111567982457,0.18228310032894737,0.9650790202574269,0.8386362538580361,0.8580632896236907,0.0,0.6666666666666666,0.5187111111111111,sam+bbox,0.005585252192982456,0.6932515337423313,True,True,True,0.09670594081177117,False
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.22845566063596492,0.22845566063596492,0.9105085582620145,0.9739086814657666,0.5938779899315936,0.0,0.0,0.0612,sam+bbox,0.012395490679824562,0.0,True,False,True,0.3171624307827787,False
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,final_inpainted,lama,qc_rank,True,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",1,0.4437448601973684,0.4492615816885965,0.8903877879173888,0.9519200036322752,0.7538388447037379,0.0,0.9642105263157895,0.48488888888888887,bbox,0.006090666118421052,0.9057665260196905,True,True,False,0.2203170434704062,False
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,final_inpainted_qc_failed,lama,qc_rank,False,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame_inpainted.png,outputs/e20-c/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""dino_skin_dropped"": 0}",2,0.24450041118421054,0.22608278508771928,0.9766215639902299,0.9203731919804005,0.6358233667089981,0.0,0.7310606060606061,0.5753333333333334,bbox,0.014134457236842105,0.6878787878787879,True,True,False,0.3147258858649788,False
