experiment_id,experiment_name,contact_strategy,reference_strategy,subaction_index,narration_id,video_id,narration,verb,noun,start_frame_1_based,stop_frame_1_based,clipped_start_frame_0_based,clipped_stop_frame_0_based,candidate_index,frame_0_based,frame_1_based,hand,status,passed_stage,failed_stage,fail_reason,contact_points,ref_idx,ref_frame_1_based,ref_gap,trajectory_points,missing_trajectory_count,heatmap_mode,sample_score,sample_dir,min_ref_frame_idx,homography_pairs,homography_min_inlier_ratio,homography_min_inliers,homography_min_good_matches,homography_fail_reasons,reference_frame,label_heatmap_npy,label_heatmap_png,label_heatmap_overlay,vrb_style_affordance,heatmap_shape,arrow_generated,problem3_full_overlay,problem3_crop
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,27,P01_109_27,P01_109,pour hand wash,pour,wash:hand,2466,2505,2465,2504,3.0,2484.0,2485.0,right,keep,Cell4_label_heatmap,,,69,2434.0,2435.0,50.0,6,0.0,covariance,5.828586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right,2345,315.0,0.974293059125964,647.0,652.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,27,P01_109_27,P01_109,pour hand wash,pour,wash:hand,2466,2505,2465,2504,4.0,2486.0,2487.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2345,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,0.0,2477.0,2478.0,right,keep,Cell4_label_heatmap,,,27,2434.0,2435.0,43.0,6,0.0,covariance,5.058586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right,2357,273.0,0.974293059125964,647.0,652.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002477_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,1.0,2479.0,2480.0,right,keep,Cell4_label_heatmap,,,60,2434.0,2435.0,45.0,6,0.0,covariance,5.698586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right,2357,285.0,0.974293059125964,647.0,652.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,2.0,2485.0,2486.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2357,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,3.0,2486.0,2487.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2357,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,28,P01_109_28,P01_109,wash hands,wash,hand,2478,2540,2477,2539,4.0,2539.0,2540.0,left,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,2357,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,0.0,2544.0,2545.0,left,keep,Cell4_label_heatmap,,,43,2434.0,2435.0,110.0,6,0.0,covariance,4.708586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left,2424,675.0,0.974293059125964,451.0,454.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,1.0,2551.0,2552.0,right,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,2424,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,2.0,2556.0,2557.0,left,discard,Cell3_homography_available,Cell3_homography_geometry,contact_point_out_of_bounds_mu_5,19,2434.0,2435.0,122.0,6,0.0,,,,2424,747.0,0.974293059125964,450.0,454.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,3.0,2561.0,2562.0,left,keep,Cell4_label_heatmap,,,24,2434.0,2435.0,127.0,6,0.0,covariance,4.158586118251929,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left,2424,777.0,0.974293059125964,450.0,454.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002561_left/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,29,P01_109_29,P01_109,turn on tap,turn-on,tap,2545,2575,2544,2574,4.0,2573.0,2574.0,right,keep,Cell4_label_heatmap,,,32,2434.0,2435.0,139.0,6,0.0,covariance,4.198586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right,2424,849.0,0.974293059125964,450.0,454.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002573_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,0.0,2708.0,2709.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,26,,,,0,0.0,,,,2458,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,1.0,2762.0,2763.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,29,,,,0,0.0,,,,2458,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,2.0,2838.0,2839.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,54,,,,0,0.0,,,,2458,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,3.0,2878.0,2879.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,38,,,,0,0.0,,,,2458,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,30,P01_109_30,P01_109,rinse hands,rinse,hand,2579,2963,2578,2962,4.0,2956.0,2957.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2458,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,0.0,2968.0,2969.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,21,,,,0,0.0,,,,2846,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,1.0,2970.0,2971.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,29,,,,0,0.0,,,,2846,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,2.0,2979.0,2980.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,19,,,,0,0.0,,,,2846,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,3.0,2982.0,2983.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,22,,,,0,0.0,,,,2846,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,31,P01_109_31,P01_109,turn off tap,turn-off,tap,2967,2989,2966,2988,4.0,2984.0,2985.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,21,,,,0,0.0,,,,2846,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,0.0,3009.0,3010.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,142,,,,0,0.0,,,,2880,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,1.0,3015.0,3016.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2880,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,2.0,3040.0,3041.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2880,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,3.0,3045.0,3046.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2880,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,32,P01_109_32,P01_109,shake hands,shake,hand,3001,3072,3000,3071,4.0,3051.0,3052.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2880,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,0.0,3088.0,3089.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,54,,,,0,0.0,,,,2963,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,1.0,3094.0,3095.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,84,,,,0,0.0,,,,2963,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,2.0,3100.0,3101.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,108,,,,0,0.0,,,,2963,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,3.0,3121.0,3122.0,left,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2963,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,33,P01_109_33,P01_109,pick up cloth,pick-up,cloth,3084,3140,3083,3139,4.0,3139.0,3140.0,right,discard,candidate,Cell2_contact_gmm,missing_hand_or_object_bbox,0,,,,0,,,,,2963,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,0.0,3093.0,3094.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,no_strict_humanless_frame,49,,,,0,0.0,,,,2973,0.0,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,1.0,3146.0,3147.0,right,discard,candidate,Cell2_contact_gmm,contact_points_lt5_after_object_boundary_filter,0,,,,0,,,,,2973,,,,,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,2.0,3190.0,3191.0,left,keep,Cell4_label_heatmap,,,165,3165.0,3166.0,25.0,6,0.0,covariance,8.024193548387096,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left,2973,165.0,0.9870967741935484,271.0,273.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,3.0,3307.0,3308.0,right,discard,Cell3_homography_available,Cell3_homography_geometry,contact_point_out_of_bounds_mu_5,142,3292.0,3293.0,15.0,6,0.0,,,,2973,105.0,0.9869138495092693,879.0,884.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,34,P01_109_34,P01_109,dry hands,dry,hand,3094,3349,3093,3348,4.0,3348.0,3349.0,right,keep,Cell4_label_heatmap,,,94,3330.0,3331.0,18.0,6,0.0,covariance,6.66,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right,2973,123.0,0.98,932.0,945.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003348_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,0.0,3348.0,3349.0,right,keep,Cell4_label_heatmap,,,94,3330.0,3331.0,18.0,6,0.0,covariance,6.66,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right,3228,123.0,0.98,932.0,945.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003348_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,1.0,3356.0,3357.0,left,keep,Cell4_label_heatmap,,,117,3330.0,3331.0,26.0,6,0.0,covariance,7.04,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left,3228,171.0,0.98,736.0,749.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,2.0,3360.0,3361.0,right,keep,Cell4_label_heatmap,,,114,3330.0,3331.0,30.0,6,0.0,covariance,6.94,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right,3228,195.0,0.98,671.0,684.0,,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/reference_frame.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/label_heatmap_merged.npy,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/label_heatmap_merged.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/label_heatmap_merged_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/vrb_style_affordance.png,"(256, 456)",True,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/diagnostics/problem3_ref_full_overlay.png,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003360_right/diagnostics/problem3_ref_crop.png
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,3.0,3367.0,3368.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,pairwise_homography_low_quality_f3371_to_f3370,88,3330.0,3331.0,37.0,6,0.0,,,,3228,118.0,0.75,24.0,28.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,35,P01_109_35,P01_109,put down cloth,put-down,cloth,3349,3372,3348,3371,4.0,3371.0,3372.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,pairwise_homography_low_quality_f3371_to_f3370,60,3330.0,3331.0,41.0,6,0.0,,,,3228,21.0,0.8571428571428571,24.0,28.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,36,P01_109_36,P01_109,pick up potatoes,pick-up,potato,3374,3496,3373,3495,0.0,3373.0,3374.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,pairwise_homography_low_quality_f3371_to_f3370,115,3330.0,3331.0,43.0,6,0.0,,,,3253,33.0,0.8571428571428571,24.0,28.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,36,P01_109_36,P01_109,pick up potatoes,pick-up,potato,3374,3496,3373,3495,1.0,3401.0,3402.0,left,discard,Cell2_contact_gmm,Cell3_homography_geometry,pairwise_homography_low_quality_f3371_to_f3370,55,3330.0,3331.0,71.0,6,0.0,,,,3253,201.0,0.8571428571428571,24.0,28.0,,,,,,,,,,
E2,E2_all_contacts_reference_window_120,all_contacts,window_before_start_120,36,P01_109_36,P01_109,pick up potatoes,pick-up,potato,3374,3496,3373,3495,2.0,3435.0,3436.0,right,discard,Cell2_contact_gmm,Cell3_homography_geometry,pairwise_homography_low_quality_f3371_to_f3370,27,3330.0,3331.0,105.0,6,0.0,,,,3253,405.0,0.8571428571428571,24.0,28.0,,,,,,,,,,
