experiment_id,experiment_name,subaction_index,narration_id,narration,frames_1_based,candidates,cell2_pass,ref_found,homography_available,geometry_pass,heatmap_pass,final_samples,best_frame_0_based,best_ref_idx,best_score,best_sample_dir,main_failure
E1,E1_first_contact_reference_window_120,82,P01_109_82,pick up potato slice,12484-12562,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,83,P01_109_83,put down potato slice,12562-12585,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,84,P01_109_84,pick up potato slice,12634-12667,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,85,P01_109_85,put down potato slice,12670-12692,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,86,P01_109_86,pick up potato slice,12723-12753,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,87,P01_109_87,put down potato slice,12758-12786,1,0,0,0,0,0,0,,,,,contact_points_lt5_after_object_boundary_filter
E1,E1_first_contact_reference_window_120,88,P01_109_88,pick up knife,12876-12926,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,89,P01_109_89,cut potato slice,12915-13036,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,90,P01_109_90,put down knife,13025-13055,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,91,P01_109_91,put down potato slice,13065-13090,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,92,P01_109_92,pick up potato,13096-13121,1,0,0,0,0,0,0,,,,,missing_hand_or_object_bbox
E1,E1_first_contact_reference_window_120,93,P01_109_93,pick up peeler,13126-13155,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,94,P01_109_94,peel potato,13152-15461,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,95,P01_109_95,put down potato,15463-15503,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,96,P01_109_96,pick up peeler blade,15508-15575,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,97,P01_109_97,fix peeler blade,15574-15772,1,0,0,0,0,0,0,,,,,contact_points_lt5_after_object_boundary_filter
E1,E1_first_contact_reference_window_120,98,P01_109_98,pick up potato,15772-15799,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E1,E1_first_contact_reference_window_120,99,P01_109_99,peel potato,15883-16103,1,1,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,0,P01_109_0,grab rucksack,79-126,5,4,4,1,1,1,1,78.0,67.0,6.775426356589147,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left,pairwise_homography_low_quality_f98_to_f97
E2,E2_all_contacts_reference_window_120,1,P01_109_1,open rucksack,153-226,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f161_to_f160
E2,E2_all_contacts_reference_window_120,2,P01_109_2,pick up eggs,252-319,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,3,P01_109_3,put down eggs,319-374,5,5,2,1,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,4,P01_109_4,pick up onion and potato,424-475,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f430_to_f429
E2,E2_all_contacts_reference_window_120,5,P01_109_5,put down onion and potato,480-523,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,6,P01_109_8,pick up potato,500-622,5,3,2,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,7,P01_109_6,pick up potatoes,543-579,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f545_to_f544
E2,E2_all_contacts_reference_window_120,8,P01_109_7,put down potatoes,550-734,5,4,4,1,0,0,0,,,,,contact_points_lt5_after_object_boundary_filter
E2,E2_all_contacts_reference_window_120,9,P01_109_9,put down potato,625-752,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f630_to_f629
E2,E2_all_contacts_reference_window_120,10,P01_109_10,pick up beers,738-845,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f811_to_f810
E2,E2_all_contacts_reference_window_120,11,P01_109_11,open freezer,876-1022,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,12,P01_109_12,open drawer,1045-1123,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,13,P01_109_13,put beer into drawer,1139-1353,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,14,P01_109_14,put beer into drawer,1230-1283,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,15,P01_109_15,put beer into drawer,1298-1335,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,16,P01_109_16,close drawer,1345-1401,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,17,P01_109_17,close freezer,1419-1464,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,18,P01_109_18,pick up rucksack,1485-1527,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,19,P01_109_19,put down rucksack,1657-1698,5,3,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,20,P01_109_20,close door,1812-1946,5,3,3,3,2,2,2,1863.0,1798.0,5.836839826839826,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,21,P01_109_21,pick up cup,2084-2120,5,1,1,1,1,1,1,2088.0,2076.0,6.0798907103825135,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,22,P01_109_22,put down cup,2132-2193,5,3,3,3,3,3,3,2142.0,2140.0,9.757396449704142,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,23,P01_109_23,pick up spoon,2206-2236,5,4,4,4,0,0,0,,,,,trajectory_out_of_bounds_t+0
E2,E2_all_contacts_reference_window_120,24,P01_109_24,open drawer,2269-2332,5,5,5,1,1,1,1,2268.0,2257.0,5.784431818181818,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right,pairwise_homography_failed_f2305_to_f2304
E2,E2_all_contacts_reference_window_120,25,P01_109_25,put spoon into drawer,2336-2378,5,5,5,0,0,0,0,,,,,pairwise_homography_failed_f2305_to_f2304
E2,E2_all_contacts_reference_window_120,26,P01_109_26,close drawer,2377-2410,1,0,0,0,0,0,0,,,,,no_smoothed_contact_in_subaction
E2,E2_all_contacts_reference_window_120,27,P01_109_27,pour hand wash,2466-2505,5,4,4,4,4,4,4,2484.0,2434.0,5.828586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,28,P01_109_28,wash hands,2478-2540,5,2,2,2,2,2,2,2479.0,2434.0,5.698586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,29,P01_109_29,turn on tap,2545-2575,5,4,4,4,3,3,3,2544.0,2434.0,4.708586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left,contact_points_lt5_after_object_boundary_filter
E2,E2_all_contacts_reference_window_120,30,P01_109_30,rinse hands,2579-2963,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,31,P01_109_31,turn off tap,2967-2989,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,32,P01_109_32,shake hands,3001-3072,5,1,0,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,33,P01_109_33,pick up cloth,3084-3140,5,3,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,34,P01_109_34,dry hands,3094-3349,5,4,3,3,2,2,2,3190.0,3165.0,8.024193548387096,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,35,P01_109_35,put down cloth,3349-3372,5,5,5,3,3,3,3,3356.0,3330.0,7.04,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left,pairwise_homography_low_quality_f3371_to_f3370
E2,E2_all_contacts_reference_window_120,36,P01_109_36,pick up potatoes,3374-3496,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f3371_to_f3370
E2,E2_all_contacts_reference_window_120,37,P01_109_37,put down potatoes,3517-3552,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,38,P01_109_38,move potatoes,3640-3706,5,3,3,0,0,0,0,,,,,pairwise_homography_failed_f3646_to_f3645
E2,E2_all_contacts_reference_window_120,39,P01_109_39,open cupboard,3719-3799,5,2,2,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,40,P01_109_40,move pans,3826-4048,5,3,3,0,0,0,0,,,,,pairwise_homography_failed_f3961_to_f3960
E2,E2_all_contacts_reference_window_120,41,P01_109_41,pick up pan,4038-4098,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,42,P01_109_42,put down pan,4209-4280,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,43,P01_109_44,put down pan,4269-4353,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,44,P01_109_43,pick up pan,4330-4386,5,3,1,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,45,P01_109_45,put down pan,4379-4432,5,5,5,0,0,0,0,,,,,pairwise_homography_failed_f4385_to_f4384
E2,E2_all_contacts_reference_window_120,46,P01_109_46,pick up cutting board,4510-4604,5,1,1,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,47,P01_109_47,close cupboard,4621-4664,5,5,3,3,1,1,1,4651.0,4636.0,6.34743119266055,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_47_P01_109_47/frame_004651_left,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,48,P01_109_48,put down cutting board,4677-4724,5,5,5,5,5,5,5,4689.0,4636.0,7.922857142857143,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_48_P01_109_48/frame_004689_right,
E2,E2_all_contacts_reference_window_120,49,P01_109_49,pick up eggs,4764-4797,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,50,P01_109_50,put down eggs,4794-4827,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,51,P01_109_51,move kettle,4832-4867,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,52,P01_109_52,open drawer,4904-4942,5,1,0,0,0,0,0,,,,,contact_points_lt5_after_object_boundary_filter
E2,E2_all_contacts_reference_window_120,53,P01_109_53,pick up peeler,4938-4981,5,2,2,2,2,2,2,4980.0,4937.0,6.136031746031747,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_53_P01_109_53/frame_004980_right,contact_points_lt5_after_object_boundary_filter
E2,E2_all_contacts_reference_window_120,54,P01_109_54,close drawer,4977-5004,5,2,2,2,2,2,2,4981.0,4937.0,6.206031746031745,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_54_P01_109_54/frame_004981_right,contact_points_lt5_after_object_boundary_filter
E2,E2_all_contacts_reference_window_120,55,P01_109_55,move cutting board,5014-5049,5,3,3,3,1,1,1,5022.0,4937.0,5.316031746031746,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_55_P01_109_55/frame_005022_right,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,56,P01_109_56,pick up potato,5053-5122,5,5,5,5,2,2,2,5052.0,4937.0,5.820769230769231,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_56_P01_109_56/frame_005052_left,trajectory_out_of_bounds_t+0
E2,E2_all_contacts_reference_window_120,57,P01_109_57,move potato,5082-5094,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,58,P01_109_58,peel potato,5182-9529,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,59,P01_109_59,put down potato,9494-9582,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,60,P01_109_60,put down peeler,9586-9607,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,61,P01_109_61,pick up knife,9668-9762,3,0,0,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,62,P01_109_62,grab potato,9805-9835,5,5,5,5,4,4,4,9834.0,9764.0,6.064349376114082,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_62_P01_109_62/frame_009834_right,transformed_contact_points_off_object
E2,E2_all_contacts_reference_window_120,63,P01_109_63,cut potato,9831-10125,5,5,5,5,5,5,5,9903.0,9764.0,7.634349376114082,outputs/数据处理小批量测试前100个subaction/experiments/E2/pipeline_outputs/subaction_63_P01_109_63/frame_009903_right,
E2,E2_all_contacts_reference_window_120,64,P01_109_64,pick up potato bit,10119-10183,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,65,P01_109_65,put down potato bit,10148-10191,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,66,P01_109_66,move cutting board,10196-10232,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,67,P01_109_67,put down knife,10237-10267,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,68,P01_109_68,pick up knife,10264-10300,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,69,P01_109_69,slice potato,10297-11900,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,70,P01_109_70,put down knife,11914-11935,5,3,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,71,P01_109_71,put down potato slices,11963-11994,5,3,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,72,P01_109_72,pick up potato slices,12007-12071,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,73,P01_109_73,put down potato slices,12070-12186,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,74,P01_109_74,pick up potato slices,12181-12263,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,75,P01_109_75,put down potato slices,12267-12332,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,76,P01_109_76,pick up potato slice,12325-12391,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,77,P01_109_78,pick up potato slice,12336-12390,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,78,P01_109_79,put down potato slice,12389-12411,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,79,P01_109_77,put down potato slice,12390-12417,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,80,P01_109_80,pick up potato slices,12416-12455,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,81,P01_109_81,put down potato slices,12458-12480,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,82,P01_109_82,pick up potato slice,12484-12562,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,83,P01_109_83,put down potato slice,12562-12585,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,84,P01_109_84,pick up potato slice,12634-12667,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,85,P01_109_85,put down potato slice,12670-12692,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,86,P01_109_86,pick up potato slice,12723-12753,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,87,P01_109_87,put down potato slice,12758-12786,5,1,0,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,88,P01_109_88,pick up knife,12876-12926,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,89,P01_109_89,cut potato slice,12915-13036,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,90,P01_109_90,put down knife,13025-13055,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,91,P01_109_91,put down potato slice,13065-13090,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,92,P01_109_92,pick up potato,13096-13121,5,1,0,0,0,0,0,,,,,missing_hand_or_object_bbox
E2,E2_all_contacts_reference_window_120,93,P01_109_93,pick up peeler,13126-13155,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,94,P01_109_94,peel potato,13152-15461,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,95,P01_109_95,put down potato,15463-15503,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,96,P01_109_96,pick up peeler blade,15508-15575,5,3,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,97,P01_109_97,fix peeler blade,15574-15772,5,4,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,98,P01_109_98,pick up potato,15772-15799,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E2,E2_all_contacts_reference_window_120,99,P01_109_99,peel potato,15883-16103,5,5,0,0,0,0,0,,,,,no_strict_humanless_frame
E3,E3_all_contacts_full_previous_reference,0,P01_109_0,grab rucksack,79-126,5,4,4,1,1,1,1,78.0,67.0,6.775426356589147,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_00_P01_109_0/frame_000078_left,pairwise_homography_low_quality_f98_to_f97
E3,E3_all_contacts_full_previous_reference,1,P01_109_1,open rucksack,153-226,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f161_to_f160
E3,E3_all_contacts_full_previous_reference,2,P01_109_2,pick up eggs,252-319,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f161_to_f160
E3,E3_all_contacts_full_previous_reference,3,P01_109_3,put down eggs,319-374,5,5,5,1,0,0,0,,,,,pairwise_homography_low_quality_f324_to_f323
E3,E3_all_contacts_full_previous_reference,4,P01_109_4,pick up onion and potato,424-475,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f430_to_f429
E3,E3_all_contacts_full_previous_reference,5,P01_109_5,put down onion and potato,480-523,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f430_to_f429
E3,E3_all_contacts_full_previous_reference,6,P01_109_8,pick up potato,500-622,5,3,3,0,0,0,0,,,,,pairwise_homography_low_quality_f430_to_f429
E3,E3_all_contacts_full_previous_reference,7,P01_109_6,pick up potatoes,543-579,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f545_to_f544
E3,E3_all_contacts_full_previous_reference,8,P01_109_7,put down potatoes,550-734,5,4,4,1,0,0,0,,,,,contact_points_lt5_after_object_boundary_filter
E3,E3_all_contacts_full_previous_reference,9,P01_109_9,put down potato,625-752,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f630_to_f629
E3,E3_all_contacts_full_previous_reference,10,P01_109_10,pick up beers,738-845,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f811_to_f810
E3,E3_all_contacts_full_previous_reference,11,P01_109_11,open freezer,876-1022,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f880_to_f879
E3,E3_all_contacts_full_previous_reference,12,P01_109_12,open drawer,1045-1123,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f1002_to_f1001
E3,E3_all_contacts_full_previous_reference,13,P01_109_13,put beer into drawer,1139-1353,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f1002_to_f1001
E3,E3_all_contacts_full_previous_reference,14,P01_109_14,put beer into drawer,1230-1283,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f1002_to_f1001
E3,E3_all_contacts_full_previous_reference,15,P01_109_15,put beer into drawer,1298-1335,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f1002_to_f1001
E3,E3_all_contacts_full_previous_reference,16,P01_109_16,close drawer,1345-1401,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f1002_to_f1001
E3,E3_all_contacts_full_previous_reference,17,P01_109_17,close freezer,1419-1464,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f1430_to_f1429
E3,E3_all_contacts_full_previous_reference,18,P01_109_18,pick up rucksack,1485-1527,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f1430_to_f1429
E3,E3_all_contacts_full_previous_reference,19,P01_109_19,put down rucksack,1657-1698,5,3,3,0,0,0,0,,,,,pairwise_homography_low_quality_f1574_to_f1573
E3,E3_all_contacts_full_previous_reference,20,P01_109_20,close door,1812-1946,5,3,3,3,2,2,2,1863.0,1798.0,5.836839826839826,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_20_P01_109_20/frame_001863_right,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,21,P01_109_21,pick up cup,2084-2120,5,1,1,1,1,1,1,2088.0,2076.0,6.0798907103825135,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_21_P01_109_21/frame_002088_left,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,22,P01_109_22,put down cup,2132-2193,5,3,3,3,3,3,3,2142.0,2140.0,9.757396449704142,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_22_P01_109_22/frame_002142_right,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,23,P01_109_23,pick up spoon,2206-2236,5,4,4,4,0,0,0,,,,,trajectory_out_of_bounds_t+0
E3,E3_all_contacts_full_previous_reference,24,P01_109_24,open drawer,2269-2332,5,5,5,1,1,1,1,2268.0,2257.0,5.784431818181818,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_24_P01_109_24/frame_002268_right,pairwise_homography_failed_f2305_to_f2304
E3,E3_all_contacts_full_previous_reference,25,P01_109_25,put spoon into drawer,2336-2378,5,5,5,0,0,0,0,,,,,pairwise_homography_failed_f2305_to_f2304
E3,E3_all_contacts_full_previous_reference,26,P01_109_26,close drawer,2377-2410,1,0,0,0,0,0,0,,,,,no_smoothed_contact_in_subaction
E3,E3_all_contacts_full_previous_reference,27,P01_109_27,pour hand wash,2466-2505,5,4,4,4,4,4,4,2484.0,2434.0,5.828586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_27_P01_109_27/frame_002484_right,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,28,P01_109_28,wash hands,2478-2540,5,2,2,2,2,2,2,2479.0,2434.0,5.698586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_28_P01_109_28/frame_002479_right,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,29,P01_109_29,turn on tap,2545-2575,5,4,4,4,3,3,3,2544.0,2434.0,4.708586118251928,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_29_P01_109_29/frame_002544_left,contact_points_lt5_after_object_boundary_filter
E3,E3_all_contacts_full_previous_reference,30,P01_109_30,rinse hands,2579-2963,5,4,4,4,4,4,4,2708.0,2434.0,2.7285861182519273,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_30_P01_109_30/frame_002708_left,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,31,P01_109_31,turn off tap,2967-2989,5,5,5,5,5,5,5,2970.0,2434.0,0.1685861182519277,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_31_P01_109_31/frame_002970_left,
E3,E3_all_contacts_full_previous_reference,32,P01_109_32,shake hands,3001-3072,5,1,1,1,1,1,1,3009.0,2434.0,1.9867136150234739,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_32_P01_109_32/frame_003009_left,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,33,P01_109_33,pick up cloth,3084-3140,5,3,3,0,0,0,0,,,,,pairwise_homography_low_quality_f3030_to_f3029
E3,E3_all_contacts_full_previous_reference,34,P01_109_34,dry hands,3094-3349,5,4,4,3,2,2,2,3190.0,3165.0,8.024193548387096,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_34_P01_109_34/frame_003190_left,pairwise_homography_low_quality_f3030_to_f3029
E3,E3_all_contacts_full_previous_reference,35,P01_109_35,put down cloth,3349-3372,5,5,5,3,3,3,3,3356.0,3330.0,7.04,outputs/数据处理小批量测试前100个subaction/experiments/E3/pipeline_outputs/subaction_35_P01_109_35/frame_003356_left,pairwise_homography_low_quality_f3371_to_f3370
E3,E3_all_contacts_full_previous_reference,36,P01_109_36,pick up potatoes,3374-3496,5,5,5,0,0,0,0,,,,,pairwise_homography_low_quality_f3371_to_f3370
E3,E3_all_contacts_full_previous_reference,37,P01_109_37,put down potatoes,3517-3552,5,4,4,0,0,0,0,,,,,pairwise_homography_low_quality_f3463_to_f3462
E3,E3_all_contacts_full_previous_reference,38,P01_109_38,move potatoes,3640-3706,5,3,3,0,0,0,0,,,,,pairwise_homography_failed_f3646_to_f3645
E3,E3_all_contacts_full_previous_reference,39,P01_109_39,open cupboard,3719-3799,5,2,2,0,0,0,0,,,,,missing_hand_or_object_bbox
E3,E3_all_contacts_full_previous_reference,40,P01_109_40,move pans,3826-4048,5,3,3,0,0,0,0,,,,,pairwise_homography_failed_f3961_to_f3960
