subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,cotracker_init_status,cotracker_init_error,contact_part_prior,contact_part_mask_area,contact_part_mask_area_ratio,reference_part_mask_area,reference_part_mask_area_ratio,part_gate_passed,part_inside_count,part_distance,part_gate_source,part_tracking_point_count,whole_boundary_fallback_point_count,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay,experiment_id,reference_handless_mode,reference_hand_mask_area_ratio,reference_object_hand_overlap_ratio,reference_contact_crop_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,inpaint_backend,inpaint_status,inpaint_error,reference_frame_original,reference_frame_dehanded,hand_mask,reference_hand_bbox_count,arrow_generated
45,P01_109_45,put down pan,put-down,pan,4381.0,left,new_contact_episode,4376.0,5.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,handle_like_edge_or_endpoint,5122,0.1457515223948551,6723.0,0.1470086591445814,True,5,0.0,contact_part_mask,26,0,False,1.0,36,25,25,1.0,0.8132840394973755,5,0.0,0.5457515625,,,,,,,6.29275613378289,107,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/mask_projection_overlay.png,E11,strict_no_hand,0.0,0.0,0.0,0.0,none,not_needed,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_03_frame_004381_left/hand_mask.png,0.0,True
45,P01_109_45,put down pan,put-down,pan,4383.0,left,new_contact_episode,4378.0,5.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,handle_like_edge_or_endpoint,5335,0.1299634591961023,6439.0,0.1295234646873051,True,5,0.0,contact_part_mask,26,0,False,0.9935,36,20,19,0.95,1.1063953638076782,5,0.0,0.5457515625,,,,,,,6.313218551585769,88,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/mask_projection_overlay.png,E11,strict_no_hand,0.0,0.0,0.0,0.0,none,not_needed,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_45_P01_109_45/candidate_05_frame_004383_left/hand_mask.png,0.0,True
46,P01_109_46,pick up cutting board,pick-up,board:cutting,4539.0,left,new_contact_episode,4537.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6756,0.2896090534979423,10154.0,0.2262881083972187,True,5,0.0,contact_part_mask,26,0,False,1.0,36,35,35,1.0,0.363351970911026,5,0.0,0.1901458878648625,,,,,,,6.224438607539335,44,5,0.1267555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0717173793859649,0.1865751470850419,0.3720888888888889,0.4086074453417372,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_07_frame_004539_left/hand_mask.png,1.0,True
46,P01_109_46,pick up cutting board,pick-up,board:cutting,4554.0,left,new_contact_episode,4553.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,14130,0.3961756294510177,18679.0,0.3549251349091738,True,5,0.0,contact_part_mask,26,0,False,0.9963888888888888,36,36,35,0.9722222222222222,0.8671420812606812,5,0.0,0.1865812199665447,,,,,,,6.259541293117734,192,5,0.1066666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0780907346491228,0.1732157786729497,0.4051555555555555,0.3109909524064457,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_09_frame_004554_left/hand_mask.png,1.0,True
46,P01_109_46,pick up cutting board,pick-up,board:cutting,4556.0,left,new_contact_episode,4553.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,14814,0.3761521468653988,18658.0,0.3545261077753287,True,5,0.0,contact_part_mask,26,0,False,0.9579411764705882,36,34,23,0.6764705882352942,1.4071513414382937,5,0.0,0.1865812199665447,,,,,,,6.050932518580381,118,5,0.1066666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0780907346491228,0.1732157786729497,0.4051555555555555,0.3049630185443241,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_46_P01_109_46/candidate_11_frame_004556_left/hand_mask.png,1.0,True
47,P01_109_47,close cupboard,close,cupboard,4648.0,left,new_contact_episode,4647.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,1645,0.6800330715171559,3979.0,0.3678809171597633,True,5,0.0,contact_part_mask,26,0,True,1.0,36,36,36,1.0,0.812734842300415,5,0.0,0.1824251440742389,,,,,,,6.3682846213976525,65,5,0.0675555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0618832236842105,0.2385355029585799,0.3210666666666666,0.5948730836893692,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_00_frame_004648_left/hand_mask.png,1.0,True
47,P01_109_47,close cupboard,close,cupboard,4661.0,left,new_contact_episode,4660.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,2955,0.3265915119363395,2940.0,0.329153605015674,True,5,0.0,contact_part_mask,26,0,True,1.0,36,36,36,1.0,0.6001618504524231,5,0.0,0.1824251440742389,,,,,,,6.345695144486427,60,5,0.0658666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/mask_projection_overlay.png,E11,inpainted_bbox,0.0918996710526315,0.302731751007613,0.3173333333333333,0.710204081632653,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_03_frame_004661_left/hand_mask.png,2.0,True
47,P01_109_47,close cupboard,close,cupboard,4663.0,right,new_contact_episode,4660.0,3.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,panel_edge_or_handle,4286,0.2564470771255908,3165.0,0.1383606557377049,True,3,0.0,contact_part_mask,26,0,True,0.825,36,31,31,1.0,0.5750092267990112,3,0.0,0.1824251440742389,,,,,,,5.573349723196029,168,3,0.0276,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0918996710526315,0.1447868852459016,0.1594666666666666,0.7421800947867299,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_47_P01_109_47/candidate_08_frame_004663_right/hand_mask.png,2.0,True
48,P01_109_48,put down cutting board,put-down,board:cutting,4693.0,left,new_contact_episode,4692.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,6503,0.618508655126498,7153.0,0.462797619047619,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.246909350156784,5,0.0,0.1824251440742389,,,,,,,6.190859386161962,37,5,0.1971555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1205883360745614,0.4283126293995859,0.5462666666666667,0.380260030756326,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_48_P01_109_48/candidate_01_frame_004693_left/hand_mask.png,2.0,True
53,P01_109_53,pick up peeler,pick-up,peeler,4948.0,right,new_contact_episode,4946.0,2.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,handle_like_edge_or_endpoint,645,1.0,1850.0,1.0,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.1488049626350402,5,0.0,0.1997391252408633,,,,,,,6.265369184454283,72,5,0.1244444444444444,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/mask_projection_overlay.png,E11,inpainted_bbox,0.0838815789473684,0.5675675675675675,0.3797333333333333,0.5675675675675675,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_53_P01_109_53/candidate_01_frame_004948_right/hand_mask.png,1.0,True
55,P01_109_55,move cutting board,move,board:cutting,5019.0,left,new_contact_episode,5018.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,7370,0.6687840290381125,8807.0,0.5291396298966594,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.3731754422187805,5,0.0,0.1997391252408633,,,,,,,6.3261380700667695,133,5,0.1044444444444444,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1388689007675438,0.406873347752944,0.3703555555555555,0.5742023390484842,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_00_frame_005019_left/hand_mask.png,2.0,True
55,P01_109_55,move cutting board,move,board:cutting,5021.0,left,new_contact_episode,5020.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,8230,0.7102174663444943,9030.0,0.5306458247634718,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.5023908019065857,5,0.0,0.1997391252408633,,,,,,,6.316928275942802,132,5,0.108,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/mask_projection_overlay.png,E11,inpainted_bbox,0.137840940241228,0.4051242874772287,0.3942666666666666,0.574750830564784,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_02_frame_005021_left/hand_mask.png,2.0,True
55,P01_109_55,move cutting board,move,board:cutting,5044.0,left,new_contact_episode,5043.0,1.0,contact_part_local_affine,contact_part_local_affine,grabcut_fallback,bbox_fallback,cotracker,ready,,contact_local_boundary,7598,0.7867867867867868,10934.0,0.591954956418169,True,5,0.0,contact_part_mask,26,0,False,1.0,36,36,36,1.0,0.1882941424846649,5,0.0,0.1997391252408633,,,,,,,6.216951175725459,124,5,0.1809333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/mask_projection_overlay.png,E11,inpainted_bbox,0.1689453125,0.3638135455579016,0.528,0.5045728918968355,opencv_telea,success,,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/reference_frame_original.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/reference_frame_dehanded.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_55_P01_109_55/candidate_07_frame_005044_left/hand_mask.png,2.0,True
