experiment_id,subaction_index,narration_id,narration,verb,noun,start_frame,stop_frame,raw_candidate_count,tried_candidate_count,final_status,final_fail_reason,best_candidate_frame_0_based,best_ref_idx,best_reference_gap,best_projection_source,best_projection_method,best_track_confidence,best_sample_score,best_sample_dir,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,best_mask_source_contact,best_mask_source_reference,best_tracker_backend,best_final_quality_score,best_affine_inlier_ratio,best_reference_handless_mode,best_inpaint_status,best_reference_hand_mask_area_ratio
E11,70,P01_109_70,put down knife,put-down,knife,11914,11935,37,4,keep,,11913.0,11911.0,2.0,contact_part_local_affine,contact_part_local_affine,0.8996086310076885,6.284128599827488,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_70_P01_109_70/candidate_02_frame_011913_left,97,5,0.1337777777777777,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.20142029879385964
E11,71,P01_109_71,put down potato slices,put-down,slice:potato,11963,11994,23,4,keep,,11983.0,11982.0,1.0,contact_part_local_affine,contact_part_local_affine,0.8996086310076885,6.110028009414672,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_71_P01_109_71/candidate_02_frame_011983_right,82,5,0.246,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.1742478755482456
E11,72,P01_109_72,pick up potato slices,pick-up,slice:potato,12007,12071,130,4,keep,,12006.0,11990.0,16.0,contact_part_local_affine,contact_part_local_affine,0.5100594460712041,6.097186117789294,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_72_P01_109_72/candidate_02_frame_012006_right,26,5,0.048,grabcut_fallback,bbox_fallback,cotracker,0.9752380952380952,0.8095238095238095,inpainted_bbox,success,0.18670333059210525
E11,73,P01_109_73,put down potato slices,put-down,slice:potato,12070,12186,194,12,keep,,12104.0,12096.0,8.0,contact_part_local_affine,contact_part_local_affine,0.5100594460712041,6.171200729608535,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_73_P01_109_73/candidate_00_frame_012104_right,85,5,0.1646666666666666,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18908477247807018
E11,74,P01_109_74,pick up potato slices,pick-up,slice:potato,12181,12263,131,11,keep,,12200.0,12199.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.19315255929364,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_74_P01_109_74/candidate_04_frame_012200_left,78,5,0.1808888888888888,grabcut_fallback,bbox_fallback,cotracker,0.9963888888888888,0.9722222222222222,inpainted_bbox,success,0.15931674890350878
E11,75,P01_109_75,put down potato slices,put-down,slice:potato,12267,12332,71,6,keep,,12295.0,12287.0,8.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.158349275128047,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_75_P01_109_75/candidate_01_frame_012295_right,78,5,0.1469333333333333,grabcut_fallback,bbox_fallback,cotracker,0.9891666666666667,0.9166666666666666,inpainted_bbox,success,0.17372532894736842
E11,76,P01_109_76,pick up potato slice,pick-up,slice:potato,12325,12391,65,12,keep,,12326.0,12324.0,2.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.252726967763901,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_76_P01_109_76/candidate_01_frame_012326_right,122,5,0.1525333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.17312568530701755
E11,77,P01_109_78,pick up potato slice,pick-up,slice:potato,12336,12390,60,12,keep,,12341.0,12338.0,3.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.14655549207823,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_77_P01_109_78/candidate_04_frame_012341_left,86,5,0.1856,grabcut_fallback,bbox_fallback,cotracker,0.9963888888888888,0.9722222222222222,inpainted_bbox,success,0.18947882401315788
E11,78,P01_109_79,put down potato slice,put-down,slice:potato,12389,12411,16,2,keep,,12388.0,12387.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.165940292101436,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_78_P01_109_79/candidate_00_frame_012388_right,77,5,0.1663555555555555,grabcut_fallback,bbox_fallback,cotracker,0.9855555555555556,0.8888888888888888,inpainted_bbox,success,0.1943188048245614
E11,79,P01_109_77,put down potato slice,put-down,slice:potato,12390,12417,21,3,keep,,12412.0,12410.0,2.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.071571795806885,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_79_P01_109_77/candidate_01_frame_012412_left,110,5,0.2232,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.22666529605263158
E11,80,P01_109_80,pick up potato slices,pick-up,slice:potato,12416,12455,54,6,keep,,12425.0,12424.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2291606176807648,6.054070115561285,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_80_P01_109_80/candidate_01_frame_012425_right,91,5,0.2915555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18553830866228072
E11,81,P01_109_81,put down potato slices,put-down,slice:potato,12458,12480,17,3,keep,,12468.0,12465.0,3.0,contact_part_local_affine,contact_part_local_affine,0.278913148170925,6.3418329380234075,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_81_P01_109_81/candidate_00_frame_012468_right,108,5,0.0879111111111111,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.169921875
E11,82,P01_109_82,pick up potato slice,pick-up,slice:potato,12484,12562,143,6,keep,,12493.0,12455.0,38.0,contact_part_local_affine,contact_part_local_affine,0.352451939139038,5.5291065974890286,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_82_P01_109_82/candidate_00_frame_012493_right,75,5,0.2083555555555555,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.19495271381578946
E11,83,P01_109_83,put down potato slice,put-down,slice:potato,12562,12585,45,3,keep,,12578.0,12577.0,1.0,contact_part_local_affine,contact_part_local_affine,0.352451939139038,6.28835009124279,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_83_P01_109_83/candidate_00_frame_012578_right,116,5,0.1110666666666666,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.17158374451754385
E11,84,P01_109_84,pick up potato slice,pick-up,slice:potato,12634,12667,38,12,keep,,12634.0,12633.0,1.0,contact_part_local_affine,contact_part_local_affine,0.3977498828034974,6.270333164660135,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_84_P01_109_84/candidate_00_frame_012634_right,107,5,0.1436888888888889,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18785121984649122
E11,85,P01_109_85,put down potato slice,put-down,slice:potato,12670,12692,21,4,keep,,12680.0,12679.0,1.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,6.194544531941412,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_85_P01_109_85/candidate_01_frame_012680_left,112,5,0.1933333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.1786595394736842
E11,86,P01_109_86,pick up potato slice,pick-up,slice:potato,12723,12753,54,5,keep,,12724.0,12650.0,74.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,5.798602243630091,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_86_P01_109_86/candidate_00_frame_012724_left,34,5,0.1301333333333333,grabcut_fallback,bbox_fallback,cotracker,0.9891666666666667,0.9166666666666666,inpainted_bbox,success,0.17782003837719298
E11,87,P01_109_87,put down potato slice,put-down,slice:potato,12758,12786,30,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,
E11,88,P01_109_88,pick up knife,pick-up,knife,12876,12926,98,3,keep,,12881.0,12880.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.1253747419953335,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_88_P01_109_88/candidate_02_frame_012881_right,80,5,0.2417333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18461314418859648
E11,89,P01_109_89,cut potato slice,cut,slice:potato,12915,13036,241,3,keep,,12999.0,12998.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,5.3093315845131865,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_89_P01_109_89/candidate_00_frame_012999_left,33,3,0.2133333333333333,grabcut_fallback,bbox_fallback,cotracker,0.825,1.0,inpainted_bbox,success,0.20279947916666666
E11,90,P01_109_90,put down knife,put-down,knife,13025,13055,58,3,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,
E11,91,P01_109_91,put down potato slice,put-down,slice:potato,13065,13090,34,3,keep,,13081.0,13080.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.33941696183284,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_91_P01_109_91/candidate_02_frame_013081_left,73,5,0.0981777777777777,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.17566988760964913
E11,92,P01_109_92,pick up potato,pick-up,potato,13096,13121,32,8,keep,,13110.0,13109.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.228485459180672,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_92_P01_109_92/candidate_02_frame_013110_left,37,5,0.1543111111111111,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.16414816337719298
E11,93,P01_109_93,pick up peeler,pick-up,peeler,13126,13155,56,3,keep,,13134.0,13133.0,1.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,6.302501603647072,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_93_P01_109_93/candidate_00_frame_013134_right,96,5,0.1201777777777777,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18155496162280702
E11,94,P01_109_94,peel potato,peel,potato,13152,15461,4620,4,keep,,13151.0,13140.0,11.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,6.197875228261947,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_94_P01_109_94/candidate_02_frame_013151_right,125,5,0.1416,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.18310546875
E11,95,P01_109_95,put down potato,put-down,potato,15463,15503,80,3,keep,,15464.0,15463.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,5.872106049531697,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_95_P01_109_95/candidate_00_frame_015464_right,147,5,0.4097333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.22290467379385964
E11,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,15508,15575,132,6,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,
E11,97,P01_109_97,fix peeler blade,fix,blade:peeler,15574,15772,389,3,keep,,15762.0,15761.0,1.0,contact_part_local_affine,contact_part_local_affine,0.955671625,5.4792782954957735,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_97_P01_109_97/candidate_02_frame_015762_left,112,4,0.2236444444444444,grabcut_fallback,bbox_fallback,cotracker,0.7978210422727797,1.0,inpainted_bbox,success,0.25249280427631576
E11,98,P01_109_98,pick up potato,pick-up,potato,15772,15799,56,4,keep,,15771.0,15769.0,2.0,contact_part_local_affine,contact_part_local_affine,0.955671625,6.268401681154966,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_98_P01_109_98/candidate_02_frame_015771_left,106,5,0.144,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.21761067708333334
E11,99,P01_109_99,peel potato,peel,potato,15883,16103,442,4,keep,,15883.0,15882.0,1.0,contact_part_local_affine,contact_part_local_affine,0.955671625,5.807225448203086,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e11/experiments/E11/pipeline_outputs/subaction_99_P01_109_99/candidate_03_frame_015883_left,97,5,0.4545333333333333,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0,inpainted_bbox,success,0.22001781798245615
