subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,ref_gap,reference_gap,reference_anchor_gap,object_mask_snap_inside_count,object_mask_snap_max_distance,sample_dir,contact_frame,reference_frame,contact_overlay,projection_overlay_raw_vs_snapped,homography_matches,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
30,P01_109_30,rinse hands,rinse,hand,7.0,2785.0,2786.0,1.0,left,short_window_pre_contact,2784.0,2.0,2.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_07_left/frame_002786_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,11.0,2832.0,2832.0,0.0,right,short_window_pre_contact,2831.0,1.0,1.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002832_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,11.0,2832.0,2833.0,1.0,right,short_window_pre_contact,2831.0,2.0,2.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002833_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,11.0,2832.0,2834.0,2.0,right,short_window_pre_contact,2831.0,3.0,3.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_11_right/frame_002834_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,12.0,2838.0,2838.0,0.0,left,short_window_pre_contact,2837.0,1.0,1.0,1.0,3.0,2.2628891468048096,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002838_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,12.0,2838.0,2839.0,1.0,left,short_window_pre_contact,2837.0,2.0,2.0,1.0,0.0,3.9633777141571045,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002839_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,12.0,2838.0,2840.0,2.0,left,short_window_pre_contact,2837.0,3.0,3.0,1.0,3.0,3.4861903190612793,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_12_left/frame_002840_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,13.0,2838.0,2838.0,0.0,right,short_window_pre_contact,2837.0,1.0,1.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_13_right/frame_002838_right/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,15.0,2851.0,2851.0,0.0,left,short_window_pre_contact,2850.0,1.0,1.0,1.0,2.0,4.365823268890381,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002851_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,15.0,2851.0,2852.0,1.0,left,short_window_pre_contact,2850.0,2.0,2.0,1.0,3.0,2.2987918853759766,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002852_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,15.0,2851.0,2853.0,2.0,left,short_window_pre_contact,2850.0,3.0,3.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_15_left/frame_002853_left/diagnostics/problem3_ref_crop.png
30,P01_109_30,rinse hands,rinse,hand,17.0,2867.0,2868.0,1.0,left,short_window_pre_contact,2866.0,2.0,2.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_30_P01_109_30/episode_17_left/frame_002868_left/diagnostics/problem3_ref_crop.png
