subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay
12,P01_109_12,open drawer,open,drawer,1072.0,left,new_contact_episode,1071.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,1.0,36,36,36,1.0,0.1227092444896698,5,0.0,0.4161993224435197,,,,,,,5.984585389331976,59,5,0.03715555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_12_P01_109_12/candidate_02_frame_001072_left/mask_projection_overlay.png
13,P01_109_13,put beer into drawer,put-into,beer,1182.0,right,new_contact_episode,1179.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9944444444444445,36,36,35,0.9722222222222222,0.5696254968643188,5,0.0,0.6928464959274072,,,,,,,5.761588314260736,26,5,0.09293333333333334,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_02_frame_001182_right/mask_projection_overlay.png
13,P01_109_13,put beer into drawer,put-into,beer,1201.0,left,new_contact_episode,1200.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9828571428571429,36,35,32,0.9142857142857143,0.636192798614502,5,0.0,0.4161993224435197,,,,,,,5.863795168422518,39,5,0.043555555555555556,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_03_frame_001201_left/mask_projection_overlay.png
13,P01_109_13,put beer into drawer,put-into,beer,1259.0,right,new_contact_episode,1257.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9722222222222223,36,36,31,0.8611111111111112,1.0283901691436768,5,0.0,0.4161993224435197,,,,,,,5.902981628259023,139,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_10_frame_001259_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_10_frame_001259_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_10_frame_001259_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_10_frame_001259_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_13_P01_109_13/candidate_10_frame_001259_right/mask_projection_overlay.png
14,P01_109_14,put beer into drawer,put-into,beer,1259.0,right,new_contact_episode,1257.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9722222222222223,36,36,31,0.8611111111111112,1.0283901691436768,5,0.0,0.4161993224435197,,,,,,,5.902981628259023,139,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_01_frame_001259_right/mask_projection_overlay.png
14,P01_109_14,put beer into drawer,put-into,beer,1261.0,left,new_contact_episode,1260.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9299999999999999,36,36,36,1.0,0.16476358473300934,4,0.0,0.4161993224435197,,,,,,,5.414057092458008,30,4,0.15666666666666668,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_04_frame_001261_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_04_frame_001261_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_04_frame_001261_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_04_frame_001261_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_04_frame_001261_left/mask_projection_overlay.png
14,P01_109_14,put beer into drawer,put-into,beer,1271.0,right,new_contact_episode,1269.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9214285714285715,36,28,17,0.6071428571428571,2.27058482170105,5,0.0,0.4161993224435197,,,,,,,5.643739598206112,172,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_09_frame_001271_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_09_frame_001271_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_09_frame_001271_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_09_frame_001271_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_14_P01_109_14/candidate_09_frame_001271_right/mask_projection_overlay.png
16,P01_109_16,close drawer,close,drawer,1345.0,left,new_contact_episode,1344.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,1.0,36,34,34,1.0,0.4886256456375122,5,0.0,0.4161993224435197,,,,,,,5.596741230630873,101,5,0.2884,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_00_frame_001345_left/mask_projection_overlay.png
16,P01_109_16,close drawer,close,drawer,1353.0,right,new_contact_episode,1352.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,1.0,36,36,36,1.0,0.728125810623169,5,0.0,0.4161993224435197,,,,,,,5.5814228923479705,167,5,0.2938222222222222,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_06_frame_001353_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_06_frame_001353_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_06_frame_001353_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_06_frame_001353_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_06_frame_001353_right/mask_projection_overlay.png
16,P01_109_16,close drawer,close,drawer,1357.0,left,new_contact_episode,1356.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9944444444444445,36,36,35,0.9722222222222222,1.7276320457458496,5,0.0,0.4161993224435197,,,,,,,5.523671038627623,39,5,0.29844444444444446,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_09_frame_001357_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_09_frame_001357_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_09_frame_001357_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_09_frame_001357_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_16_P01_109_16/candidate_09_frame_001357_left/mask_projection_overlay.png
17,P01_109_17,close freezer,close,freezer,1422.0,left,new_contact_episode,1421.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9666666666666668,36,24,20,0.8333333333333334,1.3716322183609009,5,0.0,0.44213657927888206,,,,,,,5.712851033449173,121,5,0.11,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_00_frame_001422_left/mask_projection_overlay.png
17,P01_109_17,close freezer,close,freezer,1424.0,left,new_contact_episode,1421.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.8952380952380953,36,21,10,0.47619047619047616,1.3158836364746094,5,0.0,0.44213657927888206,,,,,,,5.434666348048619,105,5,0.11,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_02_frame_001424_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_02_frame_001424_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_02_frame_001424_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_02_frame_001424_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_17_P01_109_17/candidate_02_frame_001424_left/mask_projection_overlay.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1496.0,right,new_contact_episode,1495.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,36,32,32,1.0,0.7623612880706787,5,0.0,0.44213657927888206,,,,,,,5.866462494691212,252,5,0.10311111111111111,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_00_frame_001496_right/mask_projection_overlay.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1498.0,right,new_contact_episode,1495.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9636363636363637,36,33,27,0.8181818181818182,1.4001420736312866,5,0.0,0.44213657927888206,,,,,,,5.698965434760758,259,5,0.10311111111111111,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_02_frame_001498_right/mask_projection_overlay.png
18,P01_109_18,pick up rucksack,pick-up,rucksack,1518.0,right,new_contact_episode,1517.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9942857142857143,36,35,34,0.9714285714285714,0.9192717671394348,5,0.0,0.5142734949771753,,,,,,,5.847793275557246,142,5,0.09813333333333334,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_18_P01_109_18/candidate_03_frame_001518_right/mask_projection_overlay.png
20,P01_109_20,close door,close,door,1906.0,right,new_contact_episode,1905.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,1.0,36,35,35,1.0,0.5942355990409851,5,0.0,0.21688926096391722,,,,,,,5.87897293202877,52,5,0.09813333333333334,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_20_P01_109_20/candidate_11_frame_001906_right/mask_projection_overlay.png
23,P01_109_23,pick up spoon,pick-up,spoon,2214.0,right,new_contact_episode,2212.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9757575757575758,36,33,29,0.8787878787878788,0.2726309299468994,5,0.0,0.19172068432777054,,,,,,,5.613051147859169,194,5,0.17555555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_23_P01_109_23/candidate_01_frame_002214_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_23_P01_109_23/candidate_01_frame_002214_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_23_P01_109_23/candidate_01_frame_002214_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_23_P01_109_23/candidate_01_frame_002214_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_23_P01_109_23/candidate_01_frame_002214_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2468.0,right,new_contact_episode,2467.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9885714285714287,36,35,33,0.9428571428571428,0.6066197156906128,5,0.0,0.2081649469166817,,,,,,,5.817044265672138,19,5,0.0896,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_00_frame_002468_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2477.0,right,new_contact_episode,2475.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,36,36,36,1.0,0.8424882888793945,5,0.0,0.2081649469166817,,,,,,,5.876058684666951,27,5,0.09111111111111111,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_04_frame_002477_right/mask_projection_overlay.png
27,P01_109_27,pour hand wash,pour,wash:hand,2484.0,right,new_contact_episode,2483.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,36,35,35,1.0,0.24780823290348053,5,0.0,0.2081649469166817,,,,,,,5.869865753012895,69,5,0.09013333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_27_P01_109_27/candidate_06_frame_002484_right/mask_projection_overlay.png
