subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,ref_gap,reference_anchor_gap,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop,inpaint_backend,inpaint_attempted,inpaint_applied,inpaint_required,inpaint_status,inpaint_fail_reason,inpaint_fail_policy,inpaint_mask_area_ratio,inpaint_boundary_delta,inpaint_active_hand_masked,inpaint_any_hand_masked,inpaint_masked_hand_count,inpaint_reference_frame_original,inpaint_reference_frame,inpaint_mask_path,inpaint_before_after_path
55,P01_109_55,move cutting board,move,board:cutting,1.0,5019.0,5019.0,0.0,left,active_hand_invisible_pre_contact,4959.0,60.0,60.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/diagnostics/problem3_ref_crop.png,opencv_telea,False,False,False,not_required,,keep_original,0.05876507675438596,,False,True,2,,,,
56,P01_109_56,pick up potato,pick-up,potato,1.0,5062.0,5062.0,0.0,left,active_hand_invisible_pre_contact,4959.0,103.0,103.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/diagnostics/problem3_ref_crop.png,opencv_telea,False,False,False,not_required,,keep_original,0.05876507675438596,,False,True,2,,,,
58,P01_109_58,peel potato,peel,potato,1.0,7132.0,7132.0,0.0,right,min_hand_object_iou_pre_contact_fallback,7130.0,2.0,2.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.12908614309210525,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/diagnostics/reference_inpaint_before_after.png
64,P01_109_64,pick up potato bit,pick-up,bit:potato,1.0,10144.0,10144.0,0.0,left,min_hand_object_iou_pre_contact_fallback,10142.0,2.0,2.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.10976905153508772,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/diagnostics/reference_inpaint_before_after.png
66,P01_109_66,move cutting board,move,board:cutting,1.0,10197.0,10197.0,0.0,left,min_hand_object_iou_pre_contact_fallback,10195.0,2.0,2.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.09777617872807018,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/diagnostics/reference_inpaint_before_after.png
67,P01_109_67,put down knife,put-down,knife,1.0,10261.0,10261.0,0.0,right,min_hand_object_iou_pre_contact_fallback,10114.0,147.0,147.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.14574766995614036,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/diagnostics/reference_inpaint_before_after.png
68,P01_109_68,pick up knife,pick-up,knife,1.0,10269.0,10269.0,0.0,right,min_hand_object_iou_pre_contact_fallback,10114.0,155.0,155.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.14574766995614036,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/reference_inpaint_before_after.png
69,P01_109_69,slice potato,slice,potato,1.0,10374.0,10374.0,0.0,left,active_hand_invisible_pre_contact,10242.0,132.0,132.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/diagnostics/problem3_ref_crop.png,opencv_telea,False,False,False,not_required,,keep_original,0.12135074013157894,,False,True,2,,,,
71,P01_109_71,put down potato slices,put-down,slice:potato,1.0,11977.0,11977.0,0.0,right,min_hand_object_iou_pre_contact_fallback,11976.0,1.0,1.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.09739069353070176,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/reference_inpaint_before_after.png
73,P01_109_73,put down potato slices,put-down,slice:potato,1.0,12104.0,12104.0,0.0,right,min_hand_object_iou_pre_contact_fallback,11999.0,105.0,105.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.1293602658991228,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/reference_inpaint_before_after.png
76,P01_109_76,pick up potato slice,pick-up,slice:potato,1.0,12325.0,12325.0,0.0,right,min_hand_object_iou_pre_contact_fallback,11999.0,326.0,326.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.1293602658991228,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/reference_inpaint_before_after.png
77,P01_109_78,pick up potato slice,pick-up,slice:potato,1.0,12335.0,12335.0,0.0,left,min_hand_object_iou_pre_contact_fallback,12331.0,4.0,4.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.11793277138157894,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/reference_inpaint_before_after.png
80,P01_109_80,pick up potato slices,pick-up,slice:potato,1.0,12424.0,12424.0,0.0,right,min_hand_object_iou_pre_contact_fallback,12407.0,17.0,17.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.1386033442982456,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/reference_inpaint_before_after.png
81,P01_109_81,put down potato slices,put-down,slice:potato,1.0,12468.0,12468.0,0.0,right,min_hand_object_iou_pre_contact_fallback,12407.0,61.0,61.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.1386033442982456,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/reference_inpaint_before_after.png
82,P01_109_82,pick up potato slice,pick-up,slice:potato,1.0,12493.0,12493.0,0.0,right,min_hand_object_iou_pre_contact_fallback,12479.0,14.0,14.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.11170504385964912,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/reference_inpaint_before_after.png
83,P01_109_83,put down potato slice,put-down,slice:potato,1.0,12578.0,12578.0,0.0,right,min_hand_object_iou_pre_contact_fallback,12479.0,99.0,99.0,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/vrb_style_affordance.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/problem3_ref_full_overlay.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/problem3_ref_crop.png,opencv_telea,True,True,True,applied,,keep_original,0.11170504385964912,0.0,True,True,2,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/reference_frame_original.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/reference_frame_inpainted.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/reference_hand_mask.png,outputs/e19_e18_hand_inpaint_reference/experiments/E19/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/reference_inpaint_before_after.png
