experiment_id,subaction_index,narration_id,narration,verb,noun,start_frame,stop_frame,raw_candidate_count,tried_candidate_count,final_status,final_fail_reason,best_candidate_frame_0_based,best_ref_idx,best_reference_gap,best_projection_source,best_projection_method,best_track_confidence,best_sample_score,best_sample_dir,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,reference_object_hand_overlap_ratio,reference_contact_part_hand_overlap_ratio,reference_clean_class,reference_selection_tier,best_mask_source_contact,best_mask_source_reference,best_tracker_backend,best_final_quality_score,best_affine_inlier_ratio
E12,67,P01_109_67,put down knife,put-down,knife,10237,10267,21,2,keep,,10262.0,10260.0,2.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,4.177268951941296,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_67_P01_109_67/candidate_01_frame_010262_right,67,5,0.17333333333333334,0.16231884057971013,0.25888077858880776,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,68,P01_109_68,pick up knife,pick-up,knife,10264,10300,55,6,keep,,10270.0,10268.0,2.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,3.80648271881717,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_68_P01_109_68/candidate_01_frame_010270_right,90,5,0.16675555555555555,0.287317620650954,0.37943262411347517,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,69,P01_109_69,slice potato,slice,potato,10297,11900,3179,12,keep,,10374.0,10355.0,19.0,contact_part_local_affine,contact_part_local_affine,0.941336550625,7.965415597135917,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_69_P01_109_69/candidate_00_frame_010374_left,61,5,0.3867111111111111,0.05510907003444317,0.05510907003444317,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9881818181818183,0.9090909090909091
E12,70,P01_109_70,put down knife,put-down,knife,11914,11935,37,4,keep,,11913.0,11909.0,4.0,contact_part_local_affine,contact_part_local_affine,0.8996086310076885,2.2327789020234245,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_70_P01_109_70/candidate_02_frame_011913_left,97,5,0.138,0.84,0.84,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,71,P01_109_71,put down potato slices,put-down,slice:potato,11963,11994,23,4,keep,,11983.0,11982.0,1.0,contact_part_local_affine,contact_part_local_affine,0.8996086310076885,3.9958654555967006,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_71_P01_109_71/candidate_01_frame_011983_left,24,5,0.27484444444444445,0.30528846153846156,0.27558393547302973,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,72,P01_109_72,pick up potato slices,pick-up,slice:potato,12007,12071,130,4,keep,,12007.0,11989.0,18.0,contact_part_local_affine,contact_part_local_affine,0.5100594460712041,11.955187233545313,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_72_P01_109_72/candidate_03_frame_012007_right,76,4,0.0,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,0.9124999999999999,1.0
E12,73,P01_109_73,put down potato slices,put-down,slice:potato,12070,12186,194,12,keep,,12135.0,12119.0,16.0,contact_part_local_affine,contact_part_local_affine,0.5100594460712041,2.4688801101577034,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_73_P01_109_73/candidate_03_frame_012135_right,96,3,0.3293333333333333,0.3667953667953668,0.3667953667953668,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.7649999999999999,0.5384615384615384
E12,74,P01_109_74,pick up potato slices,pick-up,slice:potato,12181,12263,131,11,keep,,12212.0,12181.0,31.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,11.611654122794231,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_74_P01_109_74/candidate_06_frame_012212_right,65,4,0.006044444444444444,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,0.9035344827586207,0.9310344827586207
E12,75,P01_109_75,put down potato slices,put-down,slice:potato,12267,12332,71,6,keep,,12295.0,12286.0,9.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,2.8749758438076096,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_75_P01_109_75/candidate_01_frame_012295_right,78,5,0.14186666666666667,0.6190476190476191,0.6190476190476191,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.98375,0.875
E12,76,P01_109_76,pick up potato slice,pick-up,slice:potato,12325,12391,65,12,keep,,12326.0,12324.0,2.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,4.179627433364717,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_76_P01_109_76/candidate_01_frame_012326_right,122,5,0.15253333333333333,0.1905842314237096,0.24824720851726825,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,77,P01_109_78,pick up potato slice,pick-up,slice:potato,12336,12390,60,12,keep,,12337.0,12329.0,8.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,3.550772595166957,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_77_P01_109_78/candidate_02_frame_012337_left,93,4,0.13373333333333334,0.21897163120567376,0.21897163120567376,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9124999999999999,1.0
E12,78,P01_109_79,put down potato slice,put-down,slice:potato,12389,12411,16,2,keep,,12388.0,12387.0,1.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,2.8954187676884544,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_78_P01_109_79/candidate_00_frame_012388_right,77,5,0.16635555555555556,0.6246246246246246,0.6246246246246246,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9855555555555556,0.8888888888888888
E12,79,P01_109_77,put down potato slice,put-down,slice:potato,12390,12417,21,3,keep,,12412.0,12404.0,8.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,2.8410724565009486,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_79_P01_109_77/candidate_01_frame_012412_left,110,5,0.18933333333333333,0.5149117468046257,0.5149117468046257,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9448484848484849,0.5757575757575758
E12,80,P01_109_80,pick up potato slices,pick-up,slice:potato,12416,12455,54,6,keep,,12424.0,12181.0,243.0,contact_part_local_affine,contact_part_local_affine,0.22916061768076487,10.84555618016652,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_80_P01_109_80/candidate_00_frame_012424_right,71,5,0.03928888888888889,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,81,P01_109_81,put down potato slices,put-down,slice:potato,12458,12480,17,3,keep,,12468.0,12465.0,3.0,contact_part_local_affine,contact_part_local_affine,0.27891314817092505,4.095118510513573,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_81_P01_109_81/candidate_00_frame_012468_right,108,5,0.0879111111111111,0.24777370350969094,0.255537547271745,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,82,P01_109_82,pick up potato slice,pick-up,slice:potato,12484,12562,143,6,keep,,12494.0,12180.0,314.0,contact_part_local_affine,contact_part_local_affine,0.35245193913903805,10.38794523952999,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_82_P01_109_82/candidate_01_frame_012494_right,46,5,0.0272,0.0,0.0,local_target_clean,tier_1_local_target_clean,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,83,P01_109_83,put down potato slice,put-down,slice:potato,12562,12585,45,3,keep,,12578.0,12576.0,2.0,contact_part_local_affine,contact_part_local_affine,0.35245193913903805,3.3099031989021706,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_83_P01_109_83/candidate_00_frame_012578_right,116,5,0.102,0.498109640831758,0.498109640831758,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,84,P01_109_84,pick up potato slice,pick-up,slice:potato,12634,12667,38,12,keep,,12635.0,12633.0,2.0,contact_part_local_affine,contact_part_local_affine,0.4038069876177639,4.204202950180495,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_84_P01_109_84/candidate_01_frame_012635_right,138,5,0.1436888888888889,0.1854072963518241,0.2319505736981465,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,85,P01_109_85,put down potato slice,put-down,slice:potato,12670,12692,21,4,keep,,12680.0,12558.0,122.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,6.702353487143408,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_85_P01_109_85/candidate_01_frame_012680_left,112,3,0.2496,0.0,0.0,target_partially_occluded,tier_3_target_partially_occluded,grabcut_fallback,bbox_fallback,cotracker,0.8077569447457789,1.0
E12,86,P01_109_86,pick up potato slice,pick-up,slice:potato,12723,12753,54,5,keep,,12724.0,12722.0,2.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,3.2757709635389376,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_86_P01_109_86/candidate_00_frame_012724_left,34,3,0.19013333333333332,0.23783257624918883,0.2560882800608828,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.825,1.0
E12,87,P01_109_87,put down potato slice,put-down,slice:potato,12758,12786,30,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,,
E12,88,P01_109_88,pick up knife,pick-up,knife,12876,12926,98,3,keep,,12880.0,12788.0,92.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,9.50662597993045,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_88_P01_109_88/candidate_01_frame_012880_right,44,4,0.11342222222222222,0.0,0.0,hand_visible_target_not_occluded,tier_2_hand_visible_target_not_occluded,grabcut_fallback,bbox_fallback,cotracker,0.9124999999999999,1.0
E12,89,P01_109_89,cut potato slice,cut,slice:potato,12915,13036,241,3,keep,,12999.0,12914.0,85.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,3.1513346523883774,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_89_P01_109_89/candidate_00_frame_012999_left,33,4,0.18933333333333333,0.14538152610441768,0.2146584440227704,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.8800000000000001,0.75
E12,90,P01_109_90,put down knife,put-down,knife,13025,13055,58,3,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,,,,,
E12,91,P01_109_91,put down potato slice,put-down,slice:potato,13065,13090,34,3,keep,,13081.0,13076.0,5.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,4.385822056953626,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_91_P01_109_91/candidate_02_frame_013081_left,73,5,0.10666666666666667,0.15090543259557343,0.15274949083503056,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,92,P01_109_92,pick up potato,pick-up,potato,13096,13121,32,8,keep,,13111.0,13097.0,14.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,2.1820344872333837,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_92_P01_109_92/candidate_03_frame_013111_left,40,5,0.14933333333333335,0.6552,0.6552,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9554285714285715,0.6571428571428571
E12,93,P01_109_93,pick up peeler,pick-up,peeler,13126,13155,56,3,keep,,13134.0,13130.0,4.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,4.010065752109809,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_93_P01_109_93/candidate_00_frame_013134_right,96,5,0.09173333333333333,0.25,0.25,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,94,P01_109_94,peel potato,peel,potato,13152,15461,4620,4,keep,,13151.0,13141.0,10.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,3.4417269469173926,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_94_P01_109_94/candidate_02_frame_013151_right,125,5,0.162,0.4419642857142857,0.4419642857142857,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9945833333333334,0.9583333333333334
E12,95,P01_109_95,put down potato,put-down,potato,15463,15503,80,3,keep,,15464.0,15462.0,2.0,contact_part_local_affine,contact_part_local_affine,1.0,3.0410354019877497,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_95_P01_109_95/candidate_00_frame_015464_right,147,5,0.4149333333333333,0.5789473684210527,0.5789473684210527,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,15508,15575,132,6,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,,,,,
E12,97,P01_109_97,fix peeler blade,fix,blade:peeler,15574,15772,389,3,keep,,15761.0,15759.0,2.0,contact_part_local_affine,contact_part_local_affine,0.955671625,1.3300550247681229,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_97_P01_109_97/candidate_01_frame_015761_left,134,4,0.21417777777777777,0.8857142857142857,0.8857142857142857,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.7732427535032985,0.8484848484848485
E12,98,P01_109_98,pick up potato,pick-up,potato,15772,15799,56,4,keep,,15771.0,15770.0,1.0,contact_part_local_affine,contact_part_local_affine,0.985,3.3356304792960474,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_98_P01_109_98/candidate_00_frame_015771_right,173,5,0.2538666666666667,0.49777777777777776,0.49777777777777776,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,1.0,1.0
E12,99,P01_109_99,peel potato,peel,potato,15883,16103,442,4,keep,,15883.0,15845.0,38.0,contact_part_local_affine,contact_part_local_affine,0.955671625,3.414635813413183,/root/workspace/vrb/vrbreproduction/outputs/100subaction-e12/experiments/E12/pipeline_outputs/subaction_99_P01_109_99/candidate_01_frame_015883_right,138,5,0.3,0.2976190476190476,0.30463038180341184,target_occluded_by_hand,tier_4_target_occluded_by_hand,grabcut_fallback,bbox_fallback,cotracker,0.9504761904761905,0.6190476190476191
