sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,skin_ratio_after_final,residual_skin_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_35_P01_109_35__episode_01_left__frame_003356_left,subaction_35_P01_109_35/episode_01_left/frame_003356_left,35,P01_109_35,left,active_hand_invisible_pre_contact,3354,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/labels.json,ce115633ebc50bc1f4d65ac7d6ebc9097e3ee58b090a1b20a4cb7b91d53e64ae,6e50a0b2dbc8f5f5181a7454bda1805790f06ffcd8cc963c8a66d3882d91f965,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.0739017955043859,0.7541027710519236,,1.006735306990773,0.7508263502443849,0.8430769230769231,0.3074666666666666,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_35_P01_109_35/episode_01_left/frame_003356_left/vrb_style_affordance_inpainted.png,B
subaction_47_P01_109_47__episode_01_left__frame_004648_left,subaction_47_P01_109_47/episode_01_left/frame_004648_left,47,P01_109_47,left,active_hand_invisible_pre_contact,4636,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/labels.json,86b9f618b2a8ecb7586e67ff7e004a60d2632749a8cf880fe13dbe537f4b4f6e,8ac8be9b3181a38f39e45ebe15de1c5168300c6cfadc127161e9b45b47628ba8,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.0332116913377193,0.7323985680190931,,1.005465855420387,0.66539211487775,0.0,0.0903555555555555,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/vrb_style_affordance_inpainted.png,A
subaction_48_P01_109_48__episode_01_left__frame_004692_left,subaction_48_P01_109_48/episode_01_left/frame_004692_left,48,P01_109_48,left,active_hand_invisible_pre_contact,4636,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/labels.json,6448f82d0e5ac7b7264cf207634d735767d7378c221eb4f4fd46f7daf623adf9,8ac8be9b3181a38f39e45ebe15de1c5168300c6cfadc127161e9b45b47628ba8,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.0332116913377193,0.7323985680190931,,1.005465855420387,0.8312589400609249,0.0,0.0,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/vrb_style_affordance_inpainted.png,A
subaction_50_P01_109_50__episode_01_right__frame_004821_right,subaction_50_P01_109_50/episode_01_right/frame_004821_right,50,P01_109_50,right,active_hand_invisible_pre_contact,4659,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/labels.json,04d5c4ffec45627a467820df1599ffa5a6e2c7d6511da814f7fba624e5d2bf61,8cd57e566732ed909ab36890f854d67f2552832d4665016ed005e03422497338,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_hand_mask.png,4,"{""primary"": 1, ""dino"": 1, ""low"": 1, ""neighbor"": 1, ""mediapipe"": 0}",1,0.0676055372807017,0.8121265121702376,,0.9561945191474948,0.8711143813870053,0.0,0.0,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/vrb_style_affordance_inpainted.png,A
subaction_53_P01_109_53__episode_01_right__frame_004947_right,subaction_53_P01_109_53/episode_01_right/frame_004947_right,53,P01_109_53,right,active_hand_invisible_pre_contact,4937,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/labels.json,46391fe6a946ef7030bfd02dc6d4df4fd1432ddfebf436973352d90ffabe6480,9624b3086437850dad27f954367116d2714ae31a144874a2a55b092f72bc961d,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_hand_mask.png,2,"{""primary"": 0, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.0504642955043859,0.8074245939675174,,0.9901221152195684,0.5581475916043134,0.0,0.0120888888888888,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/vrb_style_affordance_inpainted.png,A
subaction_55_P01_109_55__episode_01_left__frame_005019_left,subaction_55_P01_109_55/episode_01_left/frame_005019_left,55,P01_109_55,left,active_hand_invisible_pre_contact,4959,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/labels.json,3ad2df4de1f4628a865cc31bb7c1d7042a3854c5a3f888ce25ba19b6a8bbc1ed,592e9c8b76f52b703f051774a6dd9b64ae24fa44d8425b5b8596c38d4c836af9,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.1777772066885964,0.8184451701253556,,1.001297984036564,0.6802845320326294,0.0,0.1581333333333333,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/vrb_style_affordance_inpainted.png,A
subaction_56_P01_109_56__episode_01_left__frame_005062_left,subaction_56_P01_109_56/episode_01_left/frame_005062_left,56,P01_109_56,left,active_hand_invisible_pre_contact,4959,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/labels.json,dd6bdf4e0a0902e18285d6042d8d408dc367a8f4d6b45df9b8c14a9962e2ff9d,592e9c8b76f52b703f051774a6dd9b64ae24fa44d8425b5b8596c38d4c836af9,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.1777772066885964,0.8184451701253556,,1.001297984036564,0.6304298408799794,0.0,0.0952444444444444,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/vrb_style_affordance_inpainted.png,A
subaction_58_P01_109_58__episode_01_right__frame_007132_right,subaction_58_P01_109_58/episode_01_right/frame_007132_right,58,P01_109_58,right,min_hand_object_iou_pre_contact_fallback,7130,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/labels.json,5984a73929047c192b92407c4da85cbec03c40f0ad9873c8c250122b6210f3ce,72c5a70d17e369f09aec7a32788502cd5eff9d1ea5f00a1b20274671f7ec58c3,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3402121025219298,0.6923920192940145,,1.2377938039250989,0.7529640973071671,0.9571428571428572,0.5603111111111111,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/vrb_style_affordance_inpainted.png,B
subaction_64_P01_109_64__episode_01_left__frame_010144_left,subaction_64_P01_109_64/episode_01_left/frame_010144_left,64,P01_109_64,left,min_hand_object_iou_pre_contact_fallback,10142,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/labels.json,3d4cb3b5a31af82ecb7f76b3f5f59922aa907386ece3d5966d416d94f234147b,ec9e2c709114dcc9ea6857b5c9e0308f98ce93e3a8ab2dbd3ee085b32bacc297,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.2035533168859649,0.8125887580741216,,1.094558067513402,0.7465871628537626,0.6904761904761905,0.3327555555555556,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/vrb_style_affordance_inpainted.png,B
subaction_66_P01_109_66__episode_01_left__frame_010197_left,subaction_66_P01_109_66/episode_01_left/frame_010197_left,66,P01_109_66,left,min_hand_object_iou_pre_contact_fallback,10195,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/labels.json,1af188ff966be271449c84ef58290b85c51238063a03c7c9931858ea6f85debb,44b8f8ba2da9eb44f6ac06d574157f1819043b48380944d20f46b888ee65b616,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.4527052494517544,0.933096786911098,,0.9105879949957872,0.6722923479238607,1.0,0.8290666666666666,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/vrb_style_affordance_inpainted.png,B
subaction_67_P01_109_67__episode_01_right__frame_010261_right,subaction_67_P01_109_67/episode_01_right/frame_010261_right,67,P01_109_67,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/labels.json,fd2e1eeaa145be7b522641d29689f2aa17141e8183e423a4dc271f74b341678a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.3656541255482456,0.8988226546040402,,0.9693504923326486,0.7102122404760106,0.7234782608695652,0.5216888888888889,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/vrb_style_affordance_inpainted.png,B
subaction_68_P01_109_68__episode_01_right__frame_010269_right,subaction_68_P01_109_68/episode_01_right/frame_010269_right,68,P01_109_68,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/labels.json,ba18e590188eb16de51e022a6dbb83063a8a1e1caed23f9a19a3742c4f80ae5a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.3656541255482456,0.8988226546040402,,0.9693504923326486,0.6087825236893597,0.7568542568542569,0.6097777777777778,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/vrb_style_affordance_inpainted.png,B
subaction_69_P01_109_69__episode_01_left__frame_010374_left,subaction_69_P01_109_69/episode_01_left/frame_010374_left,69,P01_109_69,left,active_hand_invisible_pre_contact,10242,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/labels.json,7cc80cf017be59be4a679aa160144a59119fd50f9e7f169683a3da9bcd5a7d62,38446c25190f7a22b6214018c440839e927560b8c670b4c2520ede94ef3a719b,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.4576822916666667,0.9217471498930596,,0.889457331357566,0.6848094803967915,1.0,0.9948888888888888,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/vrb_style_affordance_inpainted.png,B
subaction_71_P01_109_71__episode_01_right__frame_011977_right,subaction_71_P01_109_71/episode_01_right/frame_011977_right,71,P01_109_71,right,min_hand_object_iou_pre_contact_fallback,11976,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/labels.json,54ea1c6ebd483e12470a99c9e0b066a4ba8fb016afc61af2c80f089f49a836e9,b055c4437a4e3b52895098ee56e0f315b25ecc54d855b876ad4f6b05995d1404,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.3631013569078947,0.7984088157537124,,0.8268239202392693,0.7142772469338518,1.0,0.7544888888888889,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/vrb_style_affordance_inpainted.png,B
subaction_73_P01_109_73__episode_01_right__frame_012104_right,subaction_73_P01_109_73/episode_01_right/frame_012104_right,73,P01_109_73,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/labels.json,eb8785a393dd157a305487af382699799c38e99a7aa97636955b0e982116625e,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.202062774122807,0.7228036353621592,,1.160913580598424,0.7093561369879073,0.0,0.3494666666666666,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/vrb_style_affordance_inpainted.png,A
subaction_75_P01_109_75__episode_01_right__frame_012295_right,subaction_75_P01_109_75/episode_01_right/frame_012295_right,75,P01_109_75,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/labels.json,dadf1ee69e9b1f56e73279cc328202b49e00d5293a26e6ad113634d7983bb780,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.202062774122807,0.72041678141926,,1.1764250248647723,0.5944127403590279,1.0,0.6694666666666667,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/vrb_style_affordance_inpainted.png,B
