sample_key,rel_sample_dir,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,skin_ratio_after_final,residual_skin_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1831397341008772,0.8118637937270707,,1.0001950728093116,0.6349303803329621,0.5549019607843138,0.2824,True
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.40174410635964913,0.8551289058941423,,0.9792941308021531,0.7027593434830903,0.34814814814814815,0.40386666666666665,True
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.34698807565789475,0.8018581620700671,,0.9603150684066446,0.6456485849232987,1.0,0.5056888888888889,True
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.34698807565789475,0.8018581620700671,,0.9603150684066446,0.7101898109599137,1.0,0.4768,True
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3369911595394737,0.9055059523809523,,1.0027361007420252,0.7523826316903669,0.1512667660208644,0.31564444444444445,True
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3369911595394737,0.9055059523809523,,1.0027361007420252,0.7737081150695505,1.0,0.5687555555555556,True
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.4304670367324561,0.921161825726141,,0.9617506612566976,0.7157211125619318,1.0,0.5776888888888889,True
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3056297971491228,0.9825376959294356,,0.9581052184802975,0.6641882934953045,1.0,0.8102666666666667,True
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.22003495065789475,0.9567628891970251,,0.9652413446300916,0.7670046999832588,0.0,0.019155555555555554,False
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.22003495065789475,0.9567628891970251,,0.9652413446300916,0.7227783003933123,0.9836601307189542,0.6259111111111111,True
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.2743198327850877,0.8866151737051526,,0.9682220530587449,0.6646994141642552,0.0,0.09293333333333334,False
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.5182891310307017,0.8572351082953732,,0.8783651773825683,0.6639943209345122,1.0,0.6093333333333333,True
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.2690087033991228,0.6133663702396307,,1.2393161547952383,0.6155039521887286,0.9416666666666667,0.6979111111111111,True
