experiment_id,subaction_index,narration_id,narration,verb,noun,start_frame,stop_frame,raw_candidate_count,tried_candidate_count,final_status,final_fail_reason,best_candidate_frame_0_based,best_ref_idx,best_reference_gap,best_projection_source,best_projection_method,best_track_confidence,best_sample_score,best_sample_dir,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,best_mask_source_contact,best_mask_source_reference,best_tracker_backend,best_final_quality_score,best_affine_inlier_ratio
E9,76,P01_109_76,pick up potato slice,pick-up,slice:potato,12325,12391,65,12,keep,,12326.0,12324.0,2.0,contact_part_local_affine,contact_part_local_affine,0.2092942838098164,6.236941615805362,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_76_P01_109_76/candidate_01_frame_012326_right,122,5,0.15253333333333333,grabcut_fallback,bbox_fallback,fallback_lk,0.9963888888888889,0.9722222222222222
E9,77,P01_109_78,pick up potato slice,pick-up,slice:potato,12336,12390,60,12,keep,,12335.0,12334.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2092942838098164,6.184224215539295,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_77_P01_109_78/candidate_00_frame_012335_left,48,5,0.15431111111111112,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,78,P01_109_79,put down potato slice,put-down,slice:potato,12389,12411,16,2,keep,,12388.0,12387.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2092942838098164,6.17704995717363,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_78_P01_109_79/candidate_00_frame_012388_right,77,5,0.16635555555555556,grabcut_fallback,bbox_fallback,fallback_lk,0.9886956521739131,0.9130434782608695
E9,79,P01_109_77,put down potato slice,put-down,slice:potato,12390,12417,21,3,keep,,12412.0,12410.0,2.0,contact_part_local_affine,contact_part_local_affine,0.2092942838098164,6.064258066282273,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_79_P01_109_77/candidate_01_frame_012412_left,110,5,0.2232,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,80,P01_109_80,pick up potato slices,pick-up,slice:potato,12416,12455,54,6,keep,,12425.0,12424.0,1.0,contact_part_local_affine,contact_part_local_affine,0.2092942838098164,6.0398244692961365,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_80_P01_109_80/candidate_01_frame_012425_right,91,5,0.28835555555555553,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,81,P01_109_81,put down potato slices,put-down,slice:potato,12458,12480,17,3,keep,,12468.0,12467.0,1.0,contact_part_local_affine,contact_part_local_affine,0.27891314817092505,6.312558811680475,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_81_P01_109_81/candidate_00_frame_012468_right,108,5,0.11448888888888889,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,82,P01_109_82,pick up potato slice,pick-up,slice:potato,12484,12562,143,6,keep,,12493.0,12459.0,34.0,contact_part_local_affine,contact_part_local_affine,0.40697077693865086,5.328310080306938,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_82_P01_109_82/candidate_00_frame_012493_right,75,5,0.19355555555555556,grabcut_fallback,bbox_fallback,fallback_lk,0.947037037037037,0.5925925925925926
E9,83,P01_109_83,put down potato slice,put-down,slice:potato,12562,12585,45,3,keep,,12578.0,12577.0,1.0,contact_part_local_affine,contact_part_local_affine,0.64744518989815,6.2812750023245805,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_83_P01_109_83/candidate_00_frame_012578_right,116,5,0.11106666666666666,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,84,P01_109_84,pick up potato slice,pick-up,slice:potato,12634,12667,38,12,keep,,12635.0,12632.0,3.0,contact_part_local_affine,contact_part_local_affine,0.64744518989815,6.240600822591781,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_84_P01_109_84/candidate_01_frame_012635_right,138,5,0.1484,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,85,P01_109_85,put down potato slice,put-down,slice:potato,12670,12692,21,4,keep,,12680.0,12679.0,1.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,6.19665377730131,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_85_P01_109_85/candidate_01_frame_012680_left,112,5,0.19333333333333333,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,86,P01_109_86,pick up potato slice,pick-up,slice:potato,12723,12753,54,5,keep,,12724.0,12650.0,74.0,contact_part_local_affine,contact_part_local_affine,0.7363975911830737,5.625418642727534,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_86_P01_109_86/candidate_00_frame_012724_left,34,5,0.13013333333333332,grabcut_fallback,bbox_fallback,fallback_lk,0.9566666666666667,0.6666666666666666
E9,87,P01_109_87,put down potato slice,put-down,slice:potato,12758,12786,30,6,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,
E9,88,P01_109_88,pick up knife,pick-up,knife,12876,12926,98,3,keep,,12881.0,12880.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.1214837427377695,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_88_P01_109_88/candidate_02_frame_012881_right,80,5,0.24173333333333333,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,89,P01_109_89,cut potato slice,cut,slice:potato,12915,13036,241,3,keep,,12999.0,12998.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,5.301202668190001,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_89_P01_109_89/candidate_00_frame_012999_left,33,3,0.21333333333333335,grabcut_fallback,bbox_fallback,fallback_lk,0.825,1.0
E9,90,P01_109_90,put down knife,put-down,knife,13025,13055,58,3,discard,missing_hand_or_object_bbox,,,,,,,,,0,0,,,,,,
E9,91,P01_109_91,put down potato slice,put-down,slice:potato,13065,13090,34,3,keep,,13081.0,13080.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.33882459865411,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_91_P01_109_91/candidate_02_frame_013081_left,73,5,0.09817777777777778,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,92,P01_109_92,pick up potato,pick-up,potato,13096,13121,32,8,keep,,13110.0,13109.0,1.0,contact_part_local_affine,contact_part_local_affine,0.4961090437133778,6.227630944571892,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_92_P01_109_92/candidate_02_frame_013110_left,37,5,0.1534222222222222,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,93,P01_109_93,pick up peeler,pick-up,peeler,13126,13155,56,3,keep,,13134.0,13133.0,1.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,6.303807572110493,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_93_P01_109_93/candidate_00_frame_013134_right,96,5,0.12017777777777777,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,94,P01_109_94,peel potato,peel,potato,13152,15461,4620,4,keep,,13151.0,13139.0,12.0,contact_part_local_affine,contact_part_local_affine,0.6542882604752328,6.193856528123219,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_94_P01_109_94/candidate_02_frame_013151_right,125,5,0.14177777777777778,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,95,P01_109_95,put down potato,put-down,potato,15463,15503,80,3,keep,,15464.0,15463.0,1.0,contact_part_local_affine,contact_part_local_affine,1.0,5.867134151780604,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_95_P01_109_95/candidate_00_frame_015464_right,147,5,0.40973333333333334,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,15508,15575,132,6,discard,contact_points_lt5_after_object_boundary_filter,,,,,,,,,0,0,,,,,,
E9,97,P01_109_97,fix peeler blade,fix,blade:peeler,15574,15772,389,3,keep,,15761.0,15759.0,2.0,contact_part_local_affine,contact_part_local_affine,0.955671625,5.472376883888245,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_97_P01_109_97/candidate_01_frame_015761_left,134,4,0.21417777777777777,grabcut_fallback,bbox_fallback,fallback_lk,0.797821076711019,1.0
E9,98,P01_109_98,pick up potato,pick-up,potato,15772,15799,56,4,keep,,15771.0,15769.0,2.0,contact_part_local_affine,contact_part_local_affine,0.955671625,6.2686467925906175,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_98_P01_109_98/candidate_02_frame_015771_left,106,5,0.144,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
E9,99,P01_109_99,peel potato,peel,potato,15883,16103,442,4,keep,,15883.0,15882.0,1.0,contact_part_local_affine,contact_part_local_affine,0.955671625,5.80544410021305,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e9/experiments/E9/pipeline_outputs/subaction_99_P01_109_99/candidate_03_frame_015883_left,97,5,0.45453333333333334,grabcut_fallback,bbox_fallback,fallback_lk,1.0,1.0
