subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,reference_offset,ref_gap,reference_anchor_gap,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
68,P01_109_68,pick up knife,pick-up,knife,1.0,10269.0,10269.0,0.0,right,near_contact_pre_frame,10264.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/diagnostics/problem3_ref_crop.png
69,P01_109_69,slice potato,slice,potato,1.0,10374.0,10374.0,0.0,left,near_contact_pre_frame,10369.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/diagnostics/problem3_ref_crop.png
71,P01_109_71,put down potato slices,put-down,slice:potato,1.0,11977.0,11977.0,0.0,right,near_contact_pre_frame,11972.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/diagnostics/problem3_ref_crop.png
73,P01_109_73,put down potato slices,put-down,slice:potato,1.0,12104.0,12104.0,0.0,right,near_contact_pre_frame,12099.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/diagnostics/problem3_ref_crop.png
74,P01_109_74,pick up potato slices,pick-up,slice:potato,1.0,12190.0,12190.0,0.0,left,near_contact_pre_frame,12185.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_74_P01_109_74/episode_01_left/frame_012190_left/diagnostics/problem3_ref_crop.png
76,P01_109_76,pick up potato slice,pick-up,slice:potato,1.0,12325.0,12325.0,0.0,right,near_contact_pre_frame,12320.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/diagnostics/problem3_ref_crop.png
77,P01_109_78,pick up potato slice,pick-up,slice:potato,1.0,12335.0,12335.0,0.0,left,near_contact_pre_frame,12330.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/diagnostics/problem3_ref_crop.png
80,P01_109_80,pick up potato slices,pick-up,slice:potato,1.0,12424.0,12424.0,0.0,right,near_contact_pre_frame,12419.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/diagnostics/problem3_ref_crop.png
81,P01_109_81,put down potato slices,put-down,slice:potato,1.0,12468.0,12468.0,0.0,right,near_contact_pre_frame,12463.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/diagnostics/problem3_ref_crop.png
82,P01_109_82,pick up potato slice,pick-up,slice:potato,1.0,12493.0,12493.0,0.0,right,near_contact_pre_frame,12488.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/diagnostics/problem3_ref_crop.png
83,P01_109_83,put down potato slice,put-down,slice:potato,1.0,12578.0,12578.0,0.0,right,near_contact_pre_frame,12573.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/diagnostics/problem3_ref_crop.png
84,P01_109_84,pick up potato slice,pick-up,slice:potato,1.0,12634.0,12634.0,0.0,right,near_contact_pre_frame,12629.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/diagnostics/problem3_ref_crop.png
86,P01_109_86,pick up potato slice,pick-up,slice:potato,1.0,12724.0,12724.0,0.0,left,near_contact_pre_frame,12719.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/diagnostics/problem3_ref_crop.png
87,P01_109_87,put down potato slice,put-down,slice:potato,1.0,12758.0,12758.0,0.0,right,near_contact_pre_frame,12753.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/diagnostics/problem3_ref_crop.png
89,P01_109_89,cut potato slice,cut,slice:potato,1.0,12999.0,12999.0,0.0,left,near_contact_pre_frame,12994.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/diagnostics/problem3_ref_crop.png
93,P01_109_93,pick up peeler,pick-up,peeler,1.0,13134.0,13134.0,0.0,right,near_contact_pre_frame,13129.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/diagnostics/problem3_ref_crop.png
95,P01_109_95,put down potato,put-down,potato,1.0,15464.0,15464.0,0.0,right,near_contact_pre_frame,15459.0,5.0,5.0,5.0,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/vrb_style_affordance.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/diagnostics/problem3_ref_full_overlay.png,outputs/e17/experiments/E17/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/diagnostics/problem3_ref_crop.png
